英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Ryota Hasegawa,長谷川 崚太,FL,埼玉パナソニックワイルドナイツ（2025-26）,188,100,1993.05.12,32,日本航空高校,大東文化大学,日本航空高校 大東文化大学,A,36,https://league-one.jp/player/484067,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (8G/2T) -> 23/24 Japan Rugby League One - Division 1 (4G/1T) -> 22/23 Japan Rugby League One - Division 1 (13G) -> 21/22 Japan Rugby League One - Division 1 (12G) -> 18/19 Super Rugby (2G)
Shunsuke Nunomaki,布巻 峻介,FL,埼玉パナソニックワイルドナイツ（2025-26）,178,98,1992.07.13,33,東福岡高校,早稲田大学,東福岡高校 早稲田大学,A,16,https://league-one.jp/player/484068,,,'10 高校、'11 U20、日本代表7CAP、Test Matchs(1CAP),,,23/24 Japan Rugby League One - Division 1 (4G/1T) -> 22/23 Japan Rugby League One - Division 1 (2G/1T) -> 21/22 Japan Rugby League One - Division 1 (10G) -> 19/20 Super Rugby (4G) -> 18/19 Test Matchs (1G) -> 17/18 Super Rugby (3G) -> 16/17 Super Rugby (4G)
Yuji Shimogama,下釜 優次,HO,埼玉パナソニックワイルドナイツ（2025-26）,178,102,1992.01.25,33,鹿児島玉龍高校,筑波大学,鹿児島玉龍高校 筑波大学,A,2,https://league-one.jp/player/484069,,,,,,24/25 Japan Rugby League One - Division 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (1G/1T) -> 21/22 Japan Rugby League One - Division 1 (1G/1T)
Craig Millar,クレイグ ・ミラー,PR,埼玉パナソニックワイルドナイツ（2025-26）,186,116,1990.10.29,35,オタゴボーイズハイスクール,オタゴ大学,オタゴボーイズハイスクール オタゴ大学,A,67,https://league-one.jp/player/484070,,,日本代表17CAP、Test Matchs(2CAP),,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (20G/1T) -> 23/24 Japan Rugby League One - Division 1 (16G/2T) -> Summer Nations Series 0 0 1  -> Rugby World Cup 2 0 2  -> 22/23 Japan Rugby League One - Division 1 (15G) -> Autumn Nations Cup 0 0 2  -> Pacific Nations Cup 1 0 2  -> 21/22 Japan Rugby League One - Division 1 (13G) -> 20/21 Test Matchs (2G) -> 18/19 Super Rugby (2G) -> 17/18 Super Rugby (16G/1T) -> 16/17 Highlanders (2G) -> 15/16 Highlanders (4G) -> 13/14 Highlanders (7G)
Keita Inagaki,稲垣 啓太,PR,埼玉パナソニックワイルドナイツ（2025-26）,186,116,1990.06.02,35,新潟工業高校,関東学院大学,新潟工業高校 関東学院大学,A,50,https://league-one.jp/player/484071,,,'08 U20、日本代表53CAP、Test Matchs(6CAP),,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (12G) -> 23/24 Japan Rugby League One - Division 1 (5G) -> Summer Nations Series 0 0 1  -> Rugby World Cup 2 0 2  -> 22/23 Japan Rugby League One - Division 1 (15G) -> Autumn Nations Cup 0 0 2  -> Pacific Nations Cup 1 0 2  -> 21/22 Japan Rugby League One - Division 1 (15G) -> 20/21 Test Matchs (2G) -> 19/20 Test Matchs (1G) -> Rugby World Cup 4 0 1 (1G) -> 18/19 Test Matchs (3G) -> Pacific Nations Cup 3 0 0  -> 17/18 Super Rugby (7G) -> 16/17 Super Rugby (7G) -> 15/16 Super Rugby (10G) -> Test Matchs 1 0 2  -> 14/15 Super Rugby (1G)
AsaeliAi Valu,ヴァル アサエリ愛,PR,埼玉パナソニックワイルドナイツ（2025-26）,187,115,1989.05.07,36,正智深谷高校,埼玉工業大学,正智深谷高校 埼玉工業大学,A,65,https://league-one.jp/player/484072,,,日本代表30CAP,,,Not Found
Ockie Barnard,オッキー ・バーナード,LO,埼玉パナソニックワイルドナイツ（2025-26）,200,113,2001.04.20,24,ウェストビルボーイズ,,ウェストビルボーイズ高校,B,7,https://league-one.jp/player/484073,,,United Rugby Championship(1CAP),,,25/26 Japan Rugby League One - Division 1 (5G) -> 24/25 Japan Rugby League One - Division 1 (4G/1T) -> 22/23 United Rugby Championship (1G)
Xavier Stowers,ゼイビア ・スタワーズ,FL,埼玉パナソニックワイルドナイツ（2025-26）,196,114,2003.07.28,22,IpswichGrammarSchool,,IpswichGrammarSchool,B,4,https://league-one.jp/player/484074,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (4G) -> 23/24 Japan Rugby League One - Division 1 (1G)
Taniela Vea,タニエラ ・ヴェア,PR,埼玉パナソニックワイルドナイツ（2025-26）,184,125,2000.04.24,25,目黒学院,東洋大学,目黒学院 東洋大学,A,2,https://league-one.jp/player/484075,,,,,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (2G)
Orion Schmok,シュモック オライオン,LO,埼玉パナソニックワイルドナイツ（2025-26）,181,100,2001.08.01,24,マウントアルバートグラマースクール,慶應義塾大学,マウントアルバートグラマースクール 慶應義塾大学,A,0,https://league-one.jp/player/484076,,,,,,No Data
Shuto Nobuhara,延原 秀飛,No8,埼玉パナソニックワイルドナイツ（2025-26）,182,103,2001.12.06,24,京都成章高校,帝京大学,京都成章高校 帝京大学,A,0,https://league-one.jp/player/484077,,,,,,No Data
Hayata Taniyama,谷山 隼大,No8,埼玉パナソニックワイルドナイツ（2025-26）,184,95,2001.12.10,24,福岡高校,筑波大学,福岡高校 筑波大学,A,4,https://league-one.jp/player/484078,,,,,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (3G/1T)
Shu Hagihara,萩原 周,SH,埼玉パナソニックワイルドナイツ（2025-26）,173,77,2001.07.13,24,大阪桐蔭高校,明治大学,大阪桐蔭高校 明治大学,A,5,https://league-one.jp/player/484079,,,,,,25/26 Japan Rugby League One - Division 1 (6G) -> 24/25 Japan Rugby League One - Division 1 (3G)
Yoshiaki Taniguchi,谷口 宜顕,FB,埼玉パナソニックワイルドナイツ（2025-26）,172,80,2001.11.20,24,東海大大阪仰星高校,東海大学,東海大大阪仰星高校 東海大学,A,0,https://league-one.jp/player/484080,,,,,,25/26 Japan Rugby League One - Division 1 (1G)
Jack Cornelsen,ジャック ・コーネルセン,LO,埼玉パナソニックワイルドナイツ（2025-26）,195,110,1994.10.13,31,ブリスベングラマースクール,University,ブリスベングラマースクール University of Queensland,A,69,https://league-one.jp/player/485708,,,日本代表29CAP、Test Matchs(2CAP),,,25/26 Japan Rugby League One - Division 1 (6G/2T) -> Autumn Nations Series 0 0 2  -> 24/25 Japan Rugby League One - Division 1 (20G/6T) -> Pacific Nations Cup 1 0 1  -> 23/24 Japan Rugby League One - Division 1 (17G/4T) -> Summer Nations Series 0 0 1  -> Rugby World Cup 2 0 2  -> 22/23 Japan Rugby League One - Division 1 (16G/3T) -> Pacific Nations Cup 1 0 2  -> 21/22 Japan Rugby League One - Division 1 (15G/4T) -> 20/21 Test Matchs (2G)
Tjay Clarke,ティージェイ ・クラーク,WTB,東芝ブレイブルーパス東京（2025-26）,181,91,2002.08.20,23,StPatrick'sCollege,,StPatrick'sCollege,B,3,https://league-one.jp/player/484341,,,,,,25/26 Japan Rugby League One - Division 1 (6G/6T) -> 24/25 Super Rugby Pacific (1G/1T) -> 23/24 Wellington (12G/7T) -> 22/23 Wellington (5G)
Netani Vakayalia,ネタニ ・ヴァカヤリア,WTB,東芝ブレイブルーパス東京（2025-26）,181,94,1998.02.25,27,LeleanMemorialSchool,,LeleanMemorialSchool,A,43,https://league-one.jp/player/484342,,,,,,25/26 Japan Rugby League One - Division 1 (3G/1T) -> 24/25 Japan Rugby League One - Division 1 (10G/4T) -> 23/24 Japan Rugby League One - Division 1 (10G/7T) -> 22/23 Japan Rugby League One - Division 1 (14G/7T) -> 21/22 Japan Rugby League One - Division 1 (6G)
Callum MacDonald,カラム ・マクドナルド,LO,東芝ブレイブルーパス東京（2025-26）,204,123,2000.03.06,25,IonaCollege,,IonaCollege,A,5,https://league-one.jp/player/484343,,,,,,25/26 Japan Rugby League One - Division 1 (8G) -> 22/23 Japan Rugby League One - Division 1 (1G) -> 21/22 Japan Rugby League One - Division 1 (2G)
Michael Stolberg,マイケル ・ストーバーグ,LO,東芝ブレイブルーパス東京（2025-26）,202,116,1992.03.27,33,AnglicanChurchGrammarSchool,,AnglicanChurchGrammarSchool,A,54,https://league-one.jp/player/484344,,,,,,Not Found
Andrew Makalio,アンドリュー ・マカリオ,HO,東芝ブレイブルーパス東京（2025-26）,185,129,1992.01.22,33,OnehungaHighSchool,,OnehungaHighSchool,B,10,https://league-one.jp/player/484345,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (10G/2T) -> 22/23 Super Rugby Pacific (12G/1T) -> 21/22 Super Rugby Pacific (11G/5T) -> 20/21 Tasman (6G/2T) -> 19/20 Super Rugby (4G) -> Super Rugby Aotearoa 4 0 1  -> 18/19 Super Rugby (16G/1T) -> 17/18 Super Rugby (12G/2T) -> 16/17 Super Rugby (5G/1T)
Taishiro Kido,木戸 大士郎,FL,東芝ブレイブルーパス東京（2025-26）,186,104,2002.07.26,23,常翔学園高校,明治大学,常翔学園高校 明治大学,A,2,https://league-one.jp/player/484346,,,'25 XV、Test Matchs(1CAP),,,25/26 Japan Rugby League One - Division 1 (2G) -> 24/25 Test Matchs (1G)
Yuta Okamura,岡村 優太,WTB,東芝ブレイブルーパス東京（2025-26）,176,83,2002.08.26,23,東海大学付属大阪仰星高校,東海大学,東海大学付属大阪仰星高校 東海大学,A,0,https://league-one.jp/player/484347,,,,,,No Data
Yohei Kobayashi,小林 洋平,PR,東芝ブレイブルーパス東京（2025-26）,177,108,2003.03.27,22,東福岡高校,専修大学,東福岡高校 専修大学,A,0,https://league-one.jp/player/484348,,,,,,No Data
Ken Hiyoshi,日吉 健,HO,東芝ブレイブルーパス東京（2025-26）,180,105,2002.08.29,23,大阪産業大学附属高校,京都産業大学,大阪産業大学附属高校 京都産業大学,A,2,https://league-one.jp/player/484349,,,,,,25/26 Japan Rugby League One - Division 1 (4G)
Kim Suryung,金 秀隆,WTB,東芝ブレイブルーパス東京（2025-26）,186,85,1998.01.16,27,大阪朝鮮高校,朝鮮大学校,大阪朝鮮高校 朝鮮大学校,A,27,https://league-one.jp/player/484350,,,,,,23/24 Japan Rugby League One - Division 1 (9G/2T) -> 22/23 Japan Rugby League One - Division 1 (4G) -> 21/22 Japan Rugby League One - Division 1 (16G/3T)
Rinpei Sakaki,酒木 凜平,HO,東芝ブレイブルーパス東京（2025-26）,178,104,1999.11.12,26,御所実業高校,大東文化大学,御所実業高校 大東文化大学,A,10,https://league-one.jp/player/484351,,,,,,25/26 Japan Rugby League One - Division 1 (8G/2T) -> 22/23 Japan Rugby League One - Division 1 (8G/3T)
Gentaro Ikenaga,池永 玄太郎,CTB,東芝ブレイブルーパス東京（2025-26）,182,100,1997.01.27,28,上宮太子高校,天理大学,上宮太子高校 天理大学,A,5,https://league-one.jp/player/484352,,,,,,24/25 Japan Rugby League One - Division 1 (2G) -> 22/23 Japan Rugby League One - Division 1 (3G) -> 21/22 Japan Rugby League One - Division 1 (1G)
Asaeli Lausii,アサエリ ・ラウシー,LO,東芝ブレイブルーパス東京（2025-26）,190,113,2000.01.26,25,日本航空高校,京都産業大学,日本航空高等学校 京都産業大学,A,6,https://league-one.jp/player/484353,,,,,,24/25 Japan Rugby League One - Division 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (6G/1T)
Rikyu Yamakawa,山川 力優,PR,東芝ブレイブルーパス東京（2025-26）,175,113,1997.05.04,28,天理高校,天理大学,天理高校 天理大学,A,3,https://league-one.jp/player/484354,,,,,,23/24 Japan Rugby League One - Division 1 (1G) -> 22/23 Japan Rugby League One - Division 1 (2G)
Sena Kimura,木村 星南,PR,東芝ブレイブルーパス東京（2025-26）,176,108,1999.06.24,26,大阪産業大学附属高校,東海大学,大阪産業大学附属高校 東海大学,A,51,https://league-one.jp/player/484355,,,'25 XV、日本代表3CAP,,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (19G/2T) -> Pacific Nations Cup 2 0 0  -> 23/24 Japan Rugby League One - Division 1 (14G/1T) -> 22/23 Japan Rugby League One - Division 1 (15G)
Jone Naikabula,ジョネ ・ナイカブラ,WTB,東芝ブレイブルーパス東京（2025-26）,177,95,1994.04.12,31,ケルストンボーイズ,摂南大学,ケルストンボーイズ 摂南大学,A,52,https://league-one.jp/player/484356,,,日本代表17CAP,,,24/25 Japan Rugby League One - Division 1 (16G/15T) -> Autumn Nations Series 0 0 2  -> 23/24 Japan Rugby League One - Division 1 (11G/12T) -> Summer Nations Series 0 0 1 (1G) -> Rugby World Cup 2 0 2 (2G) -> Pacific Nations Cup 2 0 0 (1G) -> 22/23 Japan Rugby League One - Division 1 (10G/10T) -> 21/22 Japan Rugby League One - Division 1 (15G/9T)
Seta Tamanivalu,セタ ・タマニバル,CTB,東芝ブレイブルーパス東京（2025-26）,189,104,1992.01.23,33,SaintKentigernCollege（セントケンティガンカレッジ）,,SaintKentigernCollege（セントケンティガンカレッジ）,C,60,https://league-one.jp/player/484357,,,,,,25/26 Japan Rugby League One - Division 1 (5G/2T) -> 24/25 Japan Rugby League One - Division 1 (16G/9T) -> 23/24 Japan Rugby League One - Division 1 (15G/7T) -> 22/23 Japan Rugby League One - Division 1 (11G/7T) -> 21/22 Japan Rugby League One - Division 1 (15G/7T) -> 20/21 Bordeaux (4G/1T) -> 19/20 Bordeaux (13G/2T) -> Challenge Cup 4 1 0 (3G) -> 18/19 Bordeaux (13G/2T) -> Challenge Cup 1 0 1  -> 17/18 Super Rugby (17G/5T) -> 16/17 Super Rugby (15G/10T) -> 15/16 Super Rugby (16G/9T) -> Rugby Championship 1 0 0  -> 14/15 Super Rugby (6G)
Michael Leitch,リーチ マイケル,No8,東芝ブレイブルーパス東京（2025-26）,189,113,1988.10.07,37,札幌山の手高校,東海大学,札幌山の手高校 東海大学,A,61,https://league-one.jp/player/484358,,,日本代表92CAP、Test Matchs(8CAP),,,25/26 Japan Rugby League One - Division 1 (2G/1T) -> Autumn Nations Series 0 0 1  -> 24/25 Japan Rugby League One - Division 1 (20G/4T) -> 23/24 Japan Rugby League One - Division 1 (12G/1T) -> Summer Nations Series 0 0 1  -> Rugby World Cup 2 0 2 (2G) -> 22/23 Japan Rugby League One - Division 1 (16G/4T) -> Autumn Nations Series 0 0 2  -> Pacific Nations Cup 0 0 1  -> 21/22 Japan Rugby League One - Division 1 (13G/1T) -> 20/21 Test Matchs (2G/1T) -> 19/20 Test Matchs (1G) -> Rugby World Cup 4 0 1  -> 18/19 Test Matchs (3G/3T) -> Pacific Nations Cup 3 0 0 (2G) -> 17/18 Super Rugby (8G/1T) -> 16/17 Super Rugby (11G/1T) -> 15/16 Super Rugby (10G/3T) -> Rugby World Cup 3 0 1 (1G) -> 14/15 Super Rugby (13G/3T) -> 13/14 Test Matchs (2G)
Jacob Pierce,ジェイコブ ・ピアス,LO,東芝ブレイブルーパス東京（2025-26）,201,106,1997.09.10,28,ロズミニカレッジ,,ロズミニカレッジ高校,A,60,https://league-one.jp/player/484359,,,,,,25/26 Japan Rugby League One - Division 1 (8G/1T) -> 24/25 Japan Rugby League One - Division 1 (19G/2T) -> 23/24 Japan Rugby League One - Division 1 (14G/1T) -> 22/23 Japan Rugby League One - Division 1 (13G/5T) -> 21/22 Japan Rugby League One - Division 1 (11G/7T) -> 20/21 Super Rugby Trans-Tasman (2G) -> 19/20 Super Rugby (4G) -> Super Rugby Aotearoa 1 0 0  -> 17/18 Super Rugby (2G)
Toshiki Kuwayama,桑山 聖生,FB,東芝ブレイブルーパス東京（2025-26）,184,95,1996.06.06,29,鹿児島実業高校,早稲田大学,鹿児島実業高校 早稲田大学,A,19,https://league-one.jp/player/484360,,,'15 U20、'15 U23,,,25/26 Japan Rugby League One - Division 1 (6G/1T) -> 24/25 Japan Rugby League One - Division 1 (4G/2T) -> 22/23 Japan Rugby League One - Division 1 (3G/1T) -> 21/22 Japan Rugby League One - Division 1 (13G/1T)
Shohei Toyoshima,豊島 翔平,FB,東芝ブレイブルーパス東京（2025-26）,175,87,1989.01.09,36,東海大相模高校,東海大学,東海大相模高校 東海大学,A,31,https://league-one.jp/player/484361,,,,,,25/26 Japan Rugby League One - Division 1 (2G) -> 24/25 Japan Rugby League One - Division 1 (9G/3T) -> 23/24 Japan Rugby League One - Division 1 (3G) -> 22/23 Japan Rugby League One - Division 1 (14G/2T) -> 21/22 Japan Rugby League One - Division 1 (8G/3T)
Atsuki Kuwayama,桑山 淳生,WTB,東芝ブレイブルーパス東京（2025-26）,183,90,1997.11.15,28,鹿児島実業高校,早稲田大学,鹿児島実業高校 早稲田大学,A,27,https://league-one.jp/player/484362,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (7G/3T) -> 23/24 Japan Rugby League One - Division 1 (13G/7T) -> 22/23 Japan Rugby League One - Division 1 (4G) -> 21/22 Japan Rugby League One - Division 1 (3G/1T)
Masaki Hamada,濱田 将暉,WTB,東芝ブレイブルーパス東京（2025-26）,174,80,1996.07.13,29,京都成章高校,京都産業大学,京都成章高校 京都産業大学,A,25,https://league-one.jp/player/484363,,,,,,24/25 Japan Rugby League One - Division 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (6G/4T) -> 22/23 Japan Rugby League One - Division 1 (13G/8T) -> 21/22 Japan Rugby League One - Division 1 (5G/3T)
Taichi Mano,眞野 泰地,CTB,東芝ブレイブルーパス東京（2025-26）,173,90,1997.06.01,28,東海大学付属大阪仰星高校,東海大学,東海大学付属大阪仰星高等学校 東海大学,A,39,https://league-one.jp/player/484364,,,'16 U20、'17 U20、'17 U23、'18 U23,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (16G/2T) -> 23/24 Japan Rugby League One - Division 1 (13G/2T) -> 22/23 Japan Rugby League One - Division 1 (7G) -> 21/22 Japan Rugby League One - Division 1 (3G)
Takuro Matsunaga,松永 拓朗,SO,東芝ブレイブルーパス東京（2025-26）,172,81,1998.08.13,27,大阪産業大学附属高校,天理大学,大阪産業大学附属高校 天理大学,A,68,https://league-one.jp/player/484365,,,'25 XV,,,25/26 Japan Rugby League One - Division 1 (8G/1T) -> 24/25 Japan Rugby League One - Division 1 (17G/7T) -> Autumn Nations Series 0 0 2  -> 23/24 Japan Rugby League One - Division 1 (17G/2T) -> 22/23 Japan Rugby League One - Division 1 (16G/4T) -> 21/22 Japan Rugby League One - Division 1 (15G/3T)
Yuhei Sugiyama,杉山 優平,SH,東芝ブレイブルーパス東京（2025-26）,169,76,1997.06.05,28,大阪桐蔭高校,筑波大学,大阪桐蔭高校 筑波大学,A,49,https://league-one.jp/player/484366,,,,,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (20G/3T) -> 23/24 Japan Rugby League One - Division 1 (17G/2T) -> 22/23 Japan Rugby League One - Division 1 (4G) -> 21/22 Japan Rugby League One - Division 1 (6G/1T)
Kohei Takahashi,高橋 昴平,SH,東芝ブレイブルーパス東京（2025-26）,167,79,1996.04.12,29,長崎南山高校,専修大学,長崎南山高校 専修大学,A,20,https://league-one.jp/player/484367,,,,,,25/26 Japan Rugby League One - Division 1 (8G/4T) -> 24/25 Japan Rugby League One - Division 1 (3G) -> 23/24 Japan Rugby League One - Division 1 (11G/1T) -> 21/22 Japan Rugby League One - Division 1 (5G)
Takahiro Ogawa,小川 高廣,SH,東芝ブレイブルーパス東京（2025-26）,170,77,1991.03.18,34,東福岡高校,日本大学,東福岡高校 日本大学,A,46,https://league-one.jp/player/484368,,,'13 U23、日本代表3CAP、Test Matchs(1CAP),,,24/25 Japan Rugby League One - Division 1 (12G/2T) -> 23/24 Japan Rugby League One - Division 1 (5G/1T) -> 22/23 Japan Rugby League One - Division 1 (16G/4T) -> 21/22 Japan Rugby League One - Division 1 (13G/5T) -> 16/17 Test Matchs (1G)
Yoshitaka Tokunaga,徳永 祥尭,No8,東芝ブレイブルーパス東京（2025-26）,186,105,1992.04.10,33,関西学院高等部,関西学院大学,関西学院高等部 関西学院大学,A,49,https://league-one.jp/player/484369,,,'13 U23、日本代表15CAP、Test Matchs(1CAP),,,24/25 Japan Rugby League One - Division 1 (11G/2T) -> 23/24 Japan Rugby League One - Division 1 (8G/1T) -> 22/23 Japan Rugby League One - Division 1 (15G/2T) -> 21/22 Japan Rugby League One - Division 1 (15G/3T) -> Autumn Nations Cup 0 0 1  -> 19/20 Test Matchs (1G) -> 18/19 Super Rugby (2G) -> 17/18 Super Rugby (11G) -> 16/17 Super Rugby (6G/1T)
Takeshi Sasaki,佐々木 剛,FL,東芝ブレイブルーパス東京（2025-26）,180,101,1997.04.17,28,八戸西高校,大東文化大学,青森県立八戸西高等学校 大東文化大学,A,54,https://league-one.jp/player/484370,,,,,,25/26 Japan Rugby League One - Division 1 (8G/3T) -> 24/25 Japan Rugby League One - Division 1 (19G/3T) -> 23/24 Japan Rugby League One - Division 1 (14G/2T) -> 22/23 Japan Rugby League One - Division 1 (16G/3T) -> 21/22 Japan Rugby League One - Division 1 (3G)
Hiroki Yamamoto,山本 浩輝,FL,東芝ブレイブルーパス東京（2025-26）,187,95,1992.11.17,33,石見智翠館高校,筑波大学,石見智翠館高校 筑波大学,A,25,https://league-one.jp/player/484371,,,'13 U23、日本代表6CAP、Test Matchs(1CAP),,,25/26 Japan Rugby League One - Division 1 (8G/1T) -> 24/25 Japan Rugby League One - Division 1 (2G) -> 23/24 Japan Rugby League One - Division 1 (4G) -> 21/22 Japan Rugby League One - Division 1 (17G/2T) -> 15/16 Test Matchs (1G)
Shoichi Takagi,高城 勝一,LO,東芝ブレイブルーパス東京（2025-26）,197,112,1998.06.29,27,汎愛高校,摂南大学,汎愛高校 摂南大学,A,0,https://league-one.jp/player/484372,,,,,,No Data
Daigo Hashimoto,橋本 大吾,HO,東芝ブレイブルーパス東京（2025-26）,174,103,1994.01.28,31,深谷高校,筑波大学,深谷高校 筑波大学,A,65,https://league-one.jp/player/484373,,,'16 U23、日本代表3CAP,,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (20G/3T) -> 23/24 Japan Rugby League One - Division 1 (17G) -> 22/23 Japan Rugby League One - Division 1 (15G/5T) -> 21/22 Japan Rugby League One - Division 1 (12G/2T)
Futoshi Mori,森 太志,HO,東芝ブレイブルーパス東京（2025-26）,174,103,1988.04.25,37,仙台育英学園高校,帝京大学,仙台育英学園高校 帝京大学,A,13,https://league-one.jp/player/484374,,,日本代表2CAP,,,23/24 Japan Rugby League One - Division 1 (2G) -> 21/22 Japan Rugby League One - Division 1 (11G/2T) -> 15/16 Super Rugby (5G)
Yuta Kokaji,小鍜治 悠太,PR,東芝ブレイブルーパス東京（2025-26）,176,109,1998.07.08,27,大阪産業大学附属高校,天理大学,大阪産業大学附属高校 天理大学,A,63,https://league-one.jp/player/484375,,,'25 XV,,,25/26 Japan Rugby League One - Division 1 (7G) -> 24/25 Japan Rugby League One - Division 1 (18G/1T) -> 23/24 Japan Rugby League One - Division 1 (12G) -> 22/23 Japan Rugby League One - Division 1 (15G) -> 21/22 Japan Rugby League One - Division 1 (16G)
Teruo Makabe,眞壁 照男,PR,東芝ブレイブルーパス東京（2025-26）,172,110,1996.05.04,29,桐蔭学園高校,立教大学,桐蔭学園高校 立教大学,A,41,https://league-one.jp/player/484376,,,,,,25/26 Japan Rugby League One - Division 1 (7G) -> 24/25 Japan Rugby League One - Division 1 (15G) -> 23/24 Japan Rugby League One - Division 1 (15G) -> 22/23 Japan Rugby League One - Division 1 (3G) -> 21/22 Japan Rugby League One - Division 1 (5G)
Masataka Mikami,三上 正貴,PR,東芝ブレイブルーパス東京（2025-26）,178,111,1988.06.04,37,青森工業高校,東海大学,青森工業高校 東海大学,A,55,https://league-one.jp/player/484377,,,'07 U20、日本代表35CAP、Test Matchs(8CAP),,,25/26 Japan Rugby League One - Division 1 (2G) -> 24/25 Japan Rugby League One - Division 1 (13G) -> 23/24 Japan Rugby League One - Division 1 (14G) -> 22/23 Japan Rugby League One - Division 1 (14G) -> 21/22 Japan Rugby League One - Division 1 (13G) -> 18/19 Super Rugby (10G) -> 16/17 Super Rugby (9G) -> 15/16 Super Rugby (14G) -> Rugby World Cup 3 0 1  -> 14/15 Test Matchs (2G) -> 13/14 Test Matchs (6G)
Motoki Tanaka,田中 元珠,SH,東芝ブレイブルーパス東京（2025-26）,180,83,2001.04.18,24,オタゴボーイズハイスクール,,オタゴボーイズハイスクール,A,4,https://league-one.jp/player/484378,,,,,,23/24 Japan Rugby League One - Division 1 (2G) -> 22/23 Japan Rugby League One - Division 2 (2G) -> 21/22 Japan Rugby League One - Division 2 (2G)
Rob Thompson,ロブ ・トンプソン,CTB,東芝ブレイブルーパス東京（2025-26）,184,103,1991.08.29,34,パーマストンノースボーイズハイスクール,,パーマストンノースボーイズハイスクール,A,51,https://league-one.jp/player/484379,,,,,,25/26 Japan Rugby League One - Division 1 (8G/3T) -> 24/25 Japan Rugby League One - Division 1 (18G/11T) -> 23/24 Japan Rugby League One - Division 1 (10G/1T) -> 22/23 Japan Rugby League One - Division 1 (15G/6T) -> 21/22 Japan Rugby League One - Division 1 (8G/2T) -> 19/20 Highlanders (3G) -> Super Rugby Aotearoa 2 0 3  -> 18/19 Highlanders (12G/3T) -> 17/18 Highlanders (16G/3T) -> 16/17 Highlanders (11G/5T) -> 15/16 Highlanders (9G/2T) -> 13/14 Super Rugby (3G)
Makoto Iwafuchi,岩渕 誠,WTB,東芝ブレイブルーパス東京（2025-26）,182,90,2000.04.20,25,新潟高校,防衛大学校,新潟高校 防衛大学校,A,0,https://league-one.jp/player/484380,,,,,,No Data
Michael Collins,マイケル ・コリンズ,UTB,東芝ブレイブルーパス東京（2025-26）,187,94,1993.06.03,32,オタゴボーイズハイスクール,オタゴ大学,オタゴボーイズハイスクール オタゴ大学,B,27,https://league-one.jp/player/484381,,,,,,Not Found
Richie Mounga,リッチー ・モウンガ,SO,東芝ブレイブルーパス東京（2025-26）,176,83,1994.05.25,31,RiccartonHighSchool,St.Andrew'sCollege,RiccartonHighSchool St.Andrew'sCollege,C,36,https://league-one.jp/player/484382,,,,,,Not Found
Shannon Frizell,シャノン ・フリゼル,FL,東芝ブレイブルーパス東京（2025-26）,195,114,1994.02.11,31,'Apifo'ouCollege,,'Apifo'ouCollege,C,36,https://league-one.jp/player/484383,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (18G/11T) -> 23/24 Japan Rugby League One - Division 1 (17G/10T) -> 22/23 Super Rugby Pacific (11G/1T) -> Autumn Nations Cup 2 1 0  -> Rugby Championship 3 0 0 (2G) -> 21/22 Super Rugby Pacific (8G/1T) -> Rugby Championship 2 0 2 (1G) -> 20/21 Super Rugby Aotearoa (8G/2T) -> Super Rugby Trans-Tasman 2 0 0  -> 19/20 Highlanders (4G) -> Super Rugby Aotearoa 3 0 5 (4G) -> Test Matchs 1 1 0  -> Tri Nations 1 0 1  -> 18/19 Highlanders (13G/6T) -> 17/18 Highlanders (14G/5T)
Shuto Harabuchi,原渕 修人,PR,東芝ブレイブルーパス東京（2025-26）,177,108,2002.03.07,23,摂津高校,摂南大学,大阪府立摂津高校 摂南大学,A,0,https://league-one.jp/player/484384,,,,,,No Data
