=== Missing Nationality Report ===
Total: 3834

Name: Hiroki Kumoyama (雲山 弘貴) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484534
Name: Ken Chiba (千葉 健) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484499
Name: TEVIN FERRIS (テヴィン フェリス) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484634
Name: Pari Pari Parkinson (パリパリ パーキンソン) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483550
Name: Taiki Ito (伊藤 大輝) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484509
Name: Patrick Tafa (パトリック タファ) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484567
Name: REI SHIBATA (柴田 玲) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484948
Name: Peter Umaga Jensen (ピーター ウマガ=ジェンセン) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484522
Name: Papaseea Matelau (パパセーア マテラウ) | Team: クリタウォーターガッシュ昭島（2025-26） (league-one) | URL: https://league-one.jp/player/483787
Name: Troy Hallett (トロイ ハレット) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484479
Name: Essendon Tuitupou (エッセンドン トゥイトゥポウ) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484212
Name: Will Harrison (ウィル ハリソン) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484537
Name: Lotu Inisi (ロトゥ イニシ) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/484976
Name: Darius Thomas (ダリエス トマス) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484491
Name: Dylan Nel (ディラン ネル) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483534
Name: Kento Grateley (グレイトリー 献人) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484406
Name: Finau Tupa (トゥパ フィナウ) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483772
Name: Vatiliai Tuidraki (バティリアイ ツイドラキ) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/485517
Name: Harrison Goggin (ハリソン ゴギン) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484446
Name: Manaaki Selby-Rickit (マナアキ セルビーリキット) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483474
Name: Fritz Jahnke-Tavana (フリッツ ヤンケタヴァナ) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484409
Name: Josh Fenner (ジョシュ フェナー) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/485375
Name: Jed Brown (ジェド ブラウン) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484564
Name: Clynton Knox (ノックス クリントン) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484615
Name: Timma Fainga anuku (ティマ ファインガヌク) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/485372
Name: Troy Callander (トロイ カレンダー) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484095
Name: Harrison Goddard (ハリソン ゴダード) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484200
Name: Chase Tiatia (チェイス ティアティア) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484091
Name: Pepesana Patafilo (ペペサナ パタフィロ) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483681
Name: Spencer Jeans (スペンサー ジーンズ) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483728
Name: Charlie Worthington (チャーリー ワージントン) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483726
Name: Colby Faingaa (コルビー ファインガア) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483692
Name: Andrew Davidson (アンドリュー デビッドソン) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484616
Name: Raia Takashima (高島 來亜) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484435
Name: Daniel Maiava (ダニエル マイアヴァ) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484147
Name: Nagito Uno (鵜野 凪斗) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484420
Name: JACOB ABEL (ジェイコブ アベル) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484628
Name: Keagen Faria (キーガン ファリア) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483547
Name: Lulu Paea (ルル パエア) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484480
Name: Zane Marolt (ゼイン マロルト) | Team: ヤクルトレビンズ戸田（2025-26） (league-one) | URL: https://league-one.jp/player/484758
Name: Reece Macdonald (リース マクドナルド) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483530
Name: Mitchell Brown (ミッチェル ブラウン) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484539
Name: Blake Gibson (ブレイク ギブソン) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/485018
Name: Cameron Bailey (キャメロン ベイリー) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484201
Name: Jack Walker (Jack Walker) | Team: Harlequins (premiership) | URL: 
Name: Nepo Laulala (Nepo Laulala) | Team: Gloucester Rugby (premiership) | URL: 
Name: James O'Connor (James O'Connor) | Team: Leicester Tigers (premiership) | URL: 
Name: Jack van Poortvliet (Jack van Poortvliet) | Team: Leicester Tigers (premiership) | URL: 
Name: Kalaveti Ravouvou (Kalaveti Ravouvou) | Team: Bristol Bears (premiership) | URL: 
Name: Jarrod Evans (Jarrod Evans) | Team: Harlequins (premiership) | URL: 
Name: Joe Heyes (Joe Heyes) | Team: Leicester Tigers (premiership) | URL: 
Name: Josh Hathaway (Josh Hathaway) | Team: Gloucester Rugby (premiership) | URL: 
Name: Kirill Gotovtsev (Kirill Gotovtsev) | Team: Gloucester Rugby (premiership) | URL: 
Name: Ellis Genge (Ellis Genge) | Team: Bristol Bears (premiership) | URL: 
Name: Nick Tompkins (Nick Tompkins) | Team: Saracens (premiership) | URL: 
Name: Tom Jordan (Tom Jordan) | Team: Bristol Bears (premiership) | URL: 
Name: Tommy Reffell (Tommy Reffell) | Team: Leicester Tigers (premiership) | URL: 
Name: Jack Singleton (Jack Singleton) | Team: Gloucester Rugby (premiership) | URL: 
Name: Tom Hooper (Tom Hooper) | Team: Exeter Chiefs (premiership) | URL: 
Name: Titi Lamositele (Titi Lamositele) | Team: Harlequins (premiership) | URL: 
Name: Nicky Smith (Nicky Smith) | Team: Leicester Tigers (premiership) | URL: 
Name: WillGriff John (WillGriff John) | Team: Sale Sharks (premiership) | URL: 
Name: Dafydd Jenkins (Dafydd Jenkins) | Team: Exeter Chiefs (premiership) | URL: 
Name: Will Hurd (Will Hurd) | Team: Leicester Tigers (premiership) | URL: 
Name: Nick Isiekwe (Nick Isiekwe) | Team: Saracens (premiership) | URL: 
Name: AJ MacGinty (AJ MacGinty) | Team: Bristol Bears (premiership) | URL: 
Name: Alex Dombrandt (Alex Dombrandt) | Team: Harlequins (premiership) | URL: 
Name: Alex Lozowski (Alex Lozowski) | Team: Saracens (premiership) | URL: 
Name: Andrea Zambonin (Andrea Zambonin) | Team: Exeter Chiefs (premiership) | URL: 
Name: Eroni Mawi (Eroni Mawi) | Team: Saracens (premiership) | URL: 
Name: Louis Rees-Zammit (Louis Rees-Zammit) | Team: Bristol Bears (premiership) | URL: 
Name: Marco Riccioni (Marco Riccioni) | Team: Saracens (premiership) | URL: 
Name: Max Llewellyn (Max Llewellyn) | Team: Gloucester Rugby (premiership) | URL: 
Name: George Turner (George Turner) | Team: Harlequins (premiership) | URL: 
Name: Joe Launchbury (Joe Launchbury) | Team: Harlequins (premiership) | URL: 
Name: Liam Williams (Liam Williams) | Team: Newcastle Falcons (premiership) | URL: 
Name: Theo McFarland (Theo McFarland) | Team: Saracens (premiership) | URL: 
Name: Lucio Cinti (Lucio Cinti) | Team: Saracens (premiership) | URL: 
Name: Henry Slade (Henry Slade) | Team: Exeter Chiefs (premiership) | URL: 
Name: Eduardo Bello (Eduardo Bello) | Team: Newcastle Falcons (premiership) | URL: 
Name: Christ Tshiunza (Christ Tshiunza) | Team: Exeter Chiefs (premiership) | URL: 
Name: Bevan Rodd (Bevan Rodd) | Team: Sale Sharks (premiership) | URL: 
Name: Ben Curry (Ben Curry) | Team: Sale Sharks (premiership) | URL: 
Name: Luka Ivanishvili (Luka Ivanishvili) | Team: Bristol Bears (premiership) | URL: 
Name: Tom Roebuck (Tom Roebuck) | Team: Sale Sharks (premiership) | URL: 
Name: Amanaki Mafi (Amanaki Mafi) | Team: Newcastle Falcons (premiership) | URL: 
Name: George Ford (George Ford) | Team: Sale Sharks (premiership) | URL: 
Name: Ollie Chessum (Ollie Chessum) | Team: Leicester Tigers (premiership) | URL: 
Name: Max Malins (Max Malins) | Team: Saracens (premiership) | URL: 
Name: Owen Farrell (Owen Farrell) | Team: Saracens (premiership) | URL: 
Name: Pedro Rubiolo (Pedro Rubiolo) | Team: Bristol Bears (premiership) | URL: 
Name: Raffi Quirke (Raffi Quirke) | Team: Sale Sharks (premiership) | URL: 
Name: Ross Byrne (Ross Byrne) | Team: Gloucester Rugby (premiership) | URL: 
Name: Ross Vintcent (Ross Vintcent) | Team: Exeter Chiefs (premiership) | URL: 
Name: Santiago Grondona (Santiago Grondona) | Team: Bristol Bears (premiership) | URL: 
Name: Solomone Kata (Solomone Kata) | Team: Leicester Tigers (premiership) | URL: 
Name: Stephen Varney (Stephen Varney) | Team: Exeter Chiefs (premiership) | URL: 
Name: Scott Sio (Scott Sio) | Team: Exeter Chiefs (premiership) | URL: 
Name: Tom Curry (Tom Curry) | Team: Sale Sharks (premiership) | URL: 
Name: Theo Dan (Theo Dan) | Team: Saracens (premiership) | URL: 
Name: Tomos Williams (Tomos Williams) | Team: Gloucester Rugby (premiership) | URL: 
Name: Jamie Blamire (Jamie Blamire) | Team: Leicester Tigers (premiership) | URL: 
Name: Izaia Perese (Izaia Perese) | Team: Leicester Tigers (premiership) | URL: 
Name: Harry Randall (Harry Randall) | Team: Bristol Bears (premiership) | URL: 
Name: Asher Opoku-Fordjour (Asher Opoku-Fordjour) | Team: Sale Sharks (premiership) | URL: 
Name: Luke Cowan-Dickie (Luke Cowan-Dickie) | Team: Sale Sharks (premiership) | URL: 
Name: Freddie Thomas (Freddie Thomas) | Team: Gloucester Rugby (premiership) | URL: 
Name: Guido Petti (Guido Petti) | Team: Harlequins (premiership) | URL: 
Name: Freddie Steward (Freddie Steward) | Team: Leicester Tigers (premiership) | URL: 
Name: Chandler Cunningham-South (Chandler Cunningham-South) | Team: Harlequins (premiership) | URL: 
Name: George Martin (George Martin) | Team: Leicester Tigers (premiership) | URL: 
Name: Ivan van Zyl (アーロン キャロル) | Team: Saracens (premiership) | URL: https://league-one.jp/player/483725
Name: Leonard KRUMOV (レオナルド クルモフ) | Team: Zebre (urc) | URL: https://all.rugby/player/leonard-krumov
Name: Manu TUILAGI (Manu TUILAGI) | Team: バイヨンヌ (top14) | URL: https://all.rugby/player/manu-tuilagi
Name: Mike HALEY (マイク ヘイリー) | Team: Munster (urc) | URL: https://all.rugby/player/mike-haley
Name: Blair KINGHORN (Blair KINGHORN) | Team: トゥールーズ (top14) | URL: https://all.rugby/player/blair-kinghorn
Name: Jack AUNGIER (ジャック-アンジャー) | Team: Connacht (urc) | URL: https://all.rugby/player/jack-aungier
Name: Cormac IZUCHUKWU (Cormac IZUCHUKWU) | Team: Ulster (urc) | URL: https://all.rugby/player/cormac-izuchukwu
Name: Alexandre FISCHER (Alexandre FISCHER) | Team: バイヨンヌ (top14) | URL: https://all.rugby/player/alexandre-fischer
Name: Tiziano PASQUALI (Tiziano PASQUALI) | Team: Trévise (urc) | URL: https://all.rugby/player/tiziano-pasquali
Name: Duhan VAN DER MERWE (Duhan ファン デル MERWE) | Team: Edimbourg (urc) | URL: https://all.rugby/player/duhan-van-der-merwe
Name: Malakai FEKITOA (Malakai FEKITOA) | Team: Trévise (urc) | URL: highlanders (2013 - 2017) -> rugby club toulonnais (2017 - 2019) -> wasps (2019 - 2022) -> munster rugby (2022 - 2023) -> benetton rugby trévise (2023 - 2026)
Name: Marco ZANON (マルコ ザノン) | Team: Zebre (urc) | URL: benetton rugby trévise (2017 - 2021) -> section paloise béarn pyrénées (2021 - 2021) -> benetton rugby trévise (2022 - 2022) -> section paloise béarn pyrénées (2022 - 2022) -> benetton rugby trévise (2022 - 2025) -> zebre parma (2025 - 2026)
Name: Harri O'CONNOR (ハリー-オコナー) | Team: Scarlets (urc) | URL: https://all.rugby/player/harri-o-connor
Name: Paolo ODOGWU (Paolo ODOGWU) | Team: Trévise (urc) | URL: leicester tigers (2015 - 2016) -> sale sharks (2016 - 2019) -> wasps (2019 - 2022) -> stade français paris rugby (2022 - 2022) -> wasps (2023 - 2023) -> stade français paris rugby (2023 - 2023) -> benetton rugby trévise (2023 - 2026)
Name: Cyril BAILLE (Cyril BAILLE) | Team: トゥールーズ (top14) | URL: https://all.rugby/player/cyril-baille
Name: Teddy THOMAS (Teddy THOMAS) | Team: トゥールーズ (top14) | URL: https://all.rugby/player/teddy-thomas
Name: Codie TAYLOR (Codie TAYLOR) | Team: Crusaders (super-rugby) | URL: https://all.rugby/player/codie-taylor
Name: Jamie BHATTI (ジェイミー-バッティ) | Team: Glasgow (urc) | URL: glasgow warriors (2016 - 2019) -> edimbourg rugby (2019 - 2020) -> bath rugby (2020 - 2020) -> edimbourg rugby (2021 - 2021) -> bath rugby (2021 - 2021) -> glasgow warriors (2021 - 2026)
Name: Beauden BARRETT (Beauden BARRETT) | Team: Blues (super-rugby) | URL: https://all.rugby/player/beauden-barrett
Name: Scott CUMMINGS (スコット カミングス) | Team: Glasgow (urc) | URL: glasgow warriors (2015 - 2026)
Name: Christian LIO-WILLIE (Christian LIO-WILLIE) | Team: Crusaders (super-rugby) | URL: https://all.rugby/player/christian-lio-willie
Name: Antoine DUPONT (Antoine DUPONT) | Team: トゥールーズ (top14) | URL: https://all.rugby/player/antoine-dupont
Name: Selevasio TOLOFUA (Selevasio TOLOFUA) | Team: クレルモン (top14) | URL: https://all.rugby/player/selevasio-tolofua
Name: Shilo KLEIN (シロ クライン) | Team: Zebre (urc) | URL: https://all.rugby/player/shilo-klein
Name: Jimmy O'BRIEN (Jimmy O'BRIEN) | Team: Leinster (urc) | URL: https://all.rugby/player/jimmy-o-brien
Name: Embrose PAPIER (エンブロス-パピエ) | Team: Bulls (urc) | URL: https://all.rugby/player/embrose-papier
Name: Toby FALETAU (トビー ファレタウ) | Team: Cardiff (urc) | URL: https://all.rugby/player/toby-faletau
Name: Elliot DEE (エリオット-ディー) | Team: Dragons (urc) | URL: dragons rfc (2013 - 2026)
Name: Fraser MCREIGHT (Fraser MCREIGHT) | Team: Reds (super-rugby) | URL: https://all.rugby/player/fraser-mcreight
Name: Tadhg BEIRNE (タイグ BEIRNE) | Team: Munster (urc) | URL: https://all.rugby/player/tadhg-beirne
Name: Kyren TAUMOEFOLAU (Kyren TAUMOEFOLAU) | Team: Chiefs (super-rugby) | URL: https://all.rugby/player/kyren-taumoefolau
Name: Luke CROSBIE (Luke CROSBIE) | Team: Edimbourg (urc) | URL: edimbourg rugby (2017 - 2026)
Name: Niccolo CANNONE (Niccolo CANNONE) | Team: Trévise (urc) | URL: benetton rugby trévise (2018 - 2026)
Name: Tom YOUNG (トム ヤング) | Team: Dragons (urc) | URL: https://all.rugby/player/tom-young
Name: Cullen GRACE (Cullen GRACE) | Team: Crusaders (super-rugby) | URL: https://all.rugby/player/cullen-grace
Name: Ruan DREYER (ルアン ドレイヤー) | Team: Sharks (urc) | URL: https://all.rugby/player/ruan-dreyer
Name: Ignacio MENDY (Ignacio MENDY) | Team: Trévise (urc) | URL: https://all.rugby/player/ignacio-mendy
Name: Frank LOMANI (Frank LOMANI) | Team: Fijian Drua (super-rugby) | URL: https://all.rugby/player/frank-lomani
Name: Diego ESCOBAR (Diego ESCOBAR) | Team: ラシン92 (top14) | URL: https://all.rugby/player/diego-escobar
Name: Dave HEFFERNAN (デイヴ HEFFERNAN) | Team: Connacht (urc) | URL: https://all.rugby/player/david-heffernan
Name: Bundee AKI (バンディ AKI) | Team: Connacht (urc) | URL: https://all.rugby/player/bundee-aki
Name: Nicolas ROGER FARIAS (Nicolas ROGER FARIAS) | Team: Trévise (urc) | URL: https://all.rugby/player/nicolas-roger-farias
Name: Leigh HALFPENNY (リー ハーフペニー) | Team: Cardiff (urc) | URL: cardiff rugby (2013 - 2014) -> rugby club toulonnais (2014 - 2017) -> scarlets (2017 - 2023) -> crusaders (2023 - 2024) -> harlequins (2024 - 2025) -> cardiff rugby (2025 - 2026)
Name: Bautista BERNASCONI (Bautista BERNASCONI) | Team: Trévise (urc) | URL: https://all.rugby/player/bautista-bernasconi
Name: Marvin ORIE (マーヴィン オリー) | Team: Sharks (urc) | URL: bulls (2013 - 2016) -> lions rugby (2016 - 2019) -> ospreys (2019 - 2019) -> lions rugby (2019 - 2019) -> ospreys (2020 - 2020) -> lions rugby (2020 - 2020) -> stormers (2020 - 2023) -> union sportive arlequins perpignanais (2023 - 2024) -> blue bulls (2024 - 2024) -> union sportive arlequins perpignanais (2025 - 2025) -> blue bulls (2025 - 2025) -> sharks (2025 - 2026)
Name: Gareth DAVIES (ガレス-デイヴィス) | Team: Scarlets (urc) | URL: https://all.rugby/player/gareth-davies-1990
Name: Joshua BRENNAN (Joshua BRENNAN) | Team: トゥールーズ (top14) | URL: https://all.rugby/player/joshua-brennan
Name: Facundo BOSCH (Facundo BOSCH) | Team: バイヨンヌ (top14) | URL: https://all.rugby/player/facundo-bosch
Name: Tommy O'BRIEN (トミー オブライエン) | Team: Leinster (urc) | URL: https://all.rugby/player/tommy-o-brien
Name: Ross MORIARTY (ロス モリアーティ) | Team: Ospreys (urc) | URL: gloucester rugby (2013 - 2018) -> dragons rfc (2018 - 2022) -> ca brive corrèze limousin (2022 - 2022) -> dragons rfc (2023 - 2023) -> ca brive corrèze limousin (2023 - 2025) -> ospreys (2025 - 2026)
Name: Alivereti RAKA (Alivereti RAKA) | Team: クレルモン (top14) | URL: https://all.rugby/player/alivereti-raka
Name: Louis LYNAGH (Louis LYNAGH) | Team: Trévise (urc) | URL: https://all.rugby/player/louis-lynagh
Name: Rhys HENRY (リース ヘンリー) | Team: Ospreys (urc) | URL: https://all.rugby/player/rhys-henry
Name: Wyn JONES (Wyn JONES) | Team: Dragons (urc) | URL: https://all.rugby/player/wyn-jones
Name: Ben MURPHY (ベン マーフィー) | Team: Connacht (urc) | URL: https://all.rugby/player/ben-murphy-2001
Name: Albert BATISTA (アルバート バティスタ) | Team: Zebre (urc) | URL: https://all.rugby/player/albert-batista
Name: Filipo DAUGUNU (Filipo DAUGUNU) | Team: Reds (super-rugby) | URL: https://all.rugby/player/filipo-daugunu
Name: Mesulame DOLOKOTO (Mesulame DOLOKOTO) | Team: Fijian Drua (super-rugby) | URL: https://all.rugby/player/mesulame-dolokoto
Name: Cortez RATIMA (Cortez RATIMA) | Team: Chiefs (super-rugby) | URL: https://all.rugby/player/cortez-ratima
Name: Herschel JANTJIES (Herschel JANTJIES) | Team: バイヨンヌ (top14) | URL: https://all.rugby/player/herschel-jantjies
Name: Lucas PAULOS (Lucas PAULOS) | Team: バイヨンヌ (top14) | URL: https://all.rugby/player/lucas-paulos
Name: Jack WILLIS (Jack WILLIS) | Team: トゥールーズ (top14) | URL: https://all.rugby/player/jack-willis
Name: Dylan RICHARDSON (Dylan RICHARDSON) | Team: Edimbourg (urc) | URL: https://all.rugby/player/dylan-richardson
Name: Ciaran FRAWLEY (Ciar FRAWLEY) | Team: Leinster (urc) | URL: https://all.rugby/player/ciaran-frawley
Name: Sam PARRY (サム パリー) | Team: Ospreys (urc) | URL: dragons rfc (2013 - 2014) -> ospreys (2014 - 2018) -> bristol bears (2018 - 2018) -> ospreys (2019 - 2019) -> bristol bears (2019 - 2019) -> ospreys (2019 - 2026)
Name: Anthony JELONCH (Anthony JELONCH) | Team: トゥールーズ (top14) | URL: https://all.rugby/player/anthony-jelonch
Name: Andrew PORTER (アンドリュー PORTER) | Team: Leinster (urc) | URL: https://all.rugby/player/andrew-porter
Name: Tom CLARKSON (トム CLARKSON) | Team: Leinster (urc) | URL: https://all.rugby/player/tom-clarkson
Name: Alex MANN (Alex MANN) | Team: Cardiff (urc) | URL: https://all.rugby/player/alex-mann
Name: Beka GORGADZE (Beka GORGADZE) | Team: ポー (top14) | URL: https://all.rugby/player/beka-gorgadze
Name: Craig CASEY (Craig CASEY) | Team: Munster (urc) | URL: https://all.rugby/player/craig-casey
Name: Ben TAMEIFUNA (Ben TAMEIFUNA) | Team: ボルドー・ベグル (top14) | URL: https://all.rugby/player/ben-tameifuna
Name: Samu TAWAKE (Samu TAWAKE) | Team: Fijian Drua (super-rugby) | URL: https://all.rugby/player/samu-tawake
Name: Sam LOUSI (サム ルシ) | Team: Scarlets (urc) | URL: new south wales waratahs (2014 - 2016) -> hurricanes (2016 - 2019) -> scarlets (2019 - 2026)
Name: Carlo TIZZANO (Carlo TIZZANO) | Team: Western Force (super-rugby) | URL: https://all.rugby/player/carlo-tizzano
Name: Theo ATTISSOGBE (Theo ATTISSOGBE) | Team: ポー (top14) | URL: https://all.rugby/player/theo-attissogbe
Name: Angus BELL (Angus BELL) | Team: Ulster (urc) | URL: https://all.rugby/player/angus-bell
Name: Ofa TU'UNGAFASI (Ofa TU'UNGAFASI) | Team: Blues (super-rugby) | URL: https://all.rugby/player/ofa-tu-ungafasi
Name: Courtnall SKOSAN (コートナル スコサン) | Team: Stormers (urc) | URL: https://all.rugby/player/courtnall-skosan
Name: Timoci TAVATAVANAWAI (Timoci TAVATAVANAWAI) | Team: Highlanders (super-rugby) | URL: https://all.rugby/player/timoci-tavatavanawai
Name: Baptiste JAUNEAU (Baptiste JAUNEAU) | Team: クレルモン (top14) | URL: https://all.rugby/player/baptiste-jauneau
Name: Josh IOANE (ジョシュ イオアネ) | Team: Connacht (urc) | URL: https://all.rugby/player/josh-ioane
Name: Ed BYRNE (エド バーン) | Team: Cardiff (urc) | URL: https://all.rugby/player/ed-byrne
Name: Josh WYCHERLEY (ジョシュ ウィチャリー) | Team: Munster (urc) | URL: https://all.rugby/player/josh-wycherley
Name: Max DEEGAN (Max DEEGAN) | Team: Leinster (urc) | URL: https://all.rugby/player/max-deegan
Name: Keiron ASSIRATTI (キーロン アシラッティ) | Team: Cardiff (urc) | URL: cardiff rugby (2016 - 2019) -> bristol bears (2019 - 2019) -> cardiff rugby (2020 - 2020) -> bristol bears (2020 - 2020) -> cardiff rugby (2020 - 2026)
Name: Will JORDAN (Will JORDAN) | Team: Crusaders (super-rugby) | URL: https://all.rugby/player/will-jordan
Name: Sireli MAQALA (Sireli MAQALA) | Team: バイヨンヌ (top14) | URL: https://all.rugby/player/sireli-maqala
Name: Cam WINNETT (Cam WINNETT) | Team: Cardiff (urc) | URL: https://all.rugby/player/cam-winnett
Name: John RYAN (ジョン ライアン) | Team: Munster (urc) | URL: munster rugby (2012 - 2022) -> wasps (2022 - 2022) -> chiefs (2022 - 2022) -> munster rugby (2023 - 2023) -> wasps (2023 - 2023) -> chiefs (2023 - 2023) -> munster rugby (2023 - 2026)
Name: Ben VELLACOTT (ベン VELLACOTT) | Team: Edimbourg (urc) | URL: https://all.rugby/player/ben-vellacott
Name: Brad SHIELDS (Brad SHIELDS) | Team: Hurricanes (super-rugby) | URL: https://all.rugby/player/brad-shields
Name: Federico RUZZA (Federico RUZZA) | Team: Trévise (urc) | URL: zebre parma (2014 - 2017) -> benetton rugby trévise (2017 - 2026)
Name: Rhys BARRATT (リース バラット) | Team: Cardiff (urc) | URL: https://all.rugby/player/rhys-barratt
Name: Sam TALAKAI (サム タラカイ) | Team: Glasgow (urc) | URL: https://all.rugby/player/sam-talakai
Name: Matt CURRIE (Matt CURRIE) | Team: Edimbourg (urc) | URL: edimbourg rugby (2020 - 2026)
Name: Killian TIXERONT (Killian TIXERONT) | Team: クレルモン (top14) | URL: https://all.rugby/player/killian-tixeront
Name: Jack DEMPSEY (ジャック-デンプシー) | Team: Glasgow (urc) | URL: new south wales waratahs (2014 - 2021) -> glasgow warriors (2021 - 2026)
Name: Jake BALL (ジェイク-ボール) | Team: Scarlets (urc) | URL: scarlets (2013 - 2021) -> green rockets tokatsu (2021 - 2025) -> scarlets (2025 - 2026)
Name: RG SNYMAN (RG スナイマン) | Team: Leinster (urc) | URL: bulls (2015 - 2019) -> mie honda heat rfc (2019 - 2019) -> munster rugby (2019 - 2019) -> mie honda heat rfc (2020 - 2020) -> munster rugby (2020 - 2024) -> leinster rugby (2024 - 2026)
Name: Demba BAMBA (Demba BAMBA) | Team: ラシン92 (top14) | URL: https://all.rugby/player/demba-bamba
Name: Grant GILCHRIST (グラント GILCHRIST) | Team: Edimbourg (urc) | URL: https://all.rugby/player/grant-gilchrist
Name: Julian MONTOYA (Julian MONTOYA) | Team: ポー (top14) | URL: https://all.rugby/player/julian-montoya
Name: Manuel ZULIANI (Manuel ZULIANI) | Team: Trévise (urc) | URL: rugby calvisano (2019 - 2019) -> benetton rugby trévise (2019 - 2019) -> rugby calvisano (2020 - 2020) -> benetton rugby trévise (2020 - 2026)
Name: James RATTI (ジェームズ-ラッティ) | Team: Ospreys (urc) | URL: https://all.rugby/player/james-ratti
Name: Ben DONALDSON (Ben DONALDSON) | Team: Western Force (super-rugby) | URL: https://all.rugby/player/ben-donaldson
Name: Ross BRAUDE (ロス ブロード) | Team: Sharks (urc) | URL: https://all.rugby/player/ross-braude
Name: Tate MCDERMOTT (Tate MCDERMOTT) | Team: Reds (super-rugby) | URL: https://all.rugby/player/tate-mcdermott
Name: Carter GORDON (Carter GORDON) | Team: Reds (super-rugby) | URL: https://all.rugby/player/carter-gordon
Name: Calvin NASH (Calvin NASH) | Team: Munster (urc) | URL: https://all.rugby/player/calvin-nash
Name: Gregor BROWN (グレガー ブラウン) | Team: Glasgow (urc) | URL: glasgow warriors (2020 - 2026)
Name: Lalakai FOKETI (Lalakai FOKETI) | Team: Chiefs (super-rugby) | URL: https://all.rugby/player/lalakai-foketi
Name: Oli JAGER (オリ イェーガー) | Team: Munster (urc) | URL: https://all.rugby/player/oli-jager
Name: Rio DYER (リオ ダイアー) | Team: Dragons (urc) | URL: dragons rfc (2017 - 2026)
Name: Caolin BLADE (Caolin BLADE) | Team: Connacht (urc) | URL: https://all.rugby/player/caolin-blade
Name: Ethan DE GROOT (Ethan DE GROOT) | Team: Highlanders (super-rugby) | URL: https://all.rugby/player/ethan-de-groot
