英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Kim Suryung,金 秀隆,WTB,東芝ブレイブルーパス東京（2025-26）,186,85,1998.01.16,27,大阪朝鮮高校,朝鮮大学校,大阪朝鮮高校 朝鮮大学校,A,27,https://league-one.jp/player/484350,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026) -> Kubota Spears Funabashi Tokyo-Bay (2020 - 2024)
Rinpei Sakaki,酒木 凜平,HO,東芝ブレイブルーパス東京（2025-26）,178,104,1999.11.12,26,御所実業高校,大東文化大学,御所実業高校 大東文化大学,A,10,https://league-one.jp/player/484351,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026) -> Kobelco Kobe Steelers (2022 - 2024)
Gentaro Ikenaga,池永 玄太郎,CTB,東芝ブレイブルーパス東京（2025-26）,182,100,1997.01.27,28,上宮太子高校,天理大学,上宮太子高校 天理大学,A,5,https://league-one.jp/player/484352,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026) -> Kobelco Kobe Steelers (2021 - 2023)
Asaeli Lausii,アサエリ ・ラウシー,LO,東芝ブレイブルーパス東京（2025-26）,190,113,2000.01.26,25,日本航空高校,京都産業大学,日本航空高等学校 京都産業大学,A,6,https://league-one.jp/player/484353,,,,,,Toshiba Brave Lupus Tokyo (2023 - 2026)
Rikyu Yamakawa,山川 力優,PR,東芝ブレイブルーパス東京（2025-26）,175,113,1997.05.04,28,天理高校,天理大学,天理高校 天理大学,A,3,https://league-one.jp/player/484354,,,,,,Toshiba Brave Lupus Tokyo (2022 - 2026)
Sena Kimura,木村 星南,PR,東芝ブレイブルーパス東京（2025-26）,176,108,1999.06.24,26,大阪産業大学附属高校,東海大学,大阪産業大学附属高校 東海大学,A,51,https://league-one.jp/player/484355,,,XV('25)、日本代表(3),,,Toshiba Brave Lupus Tokyo (2022 - 2026)
Jone Naikabula,ジョネ ・ナイカブラ,WTB,東芝ブレイブルーパス東京（2025-26）,177,95,1994.04.12,31,ケルストンボーイズ,摂南大学,ケルストンボーイズ 摂南大学,A,52,https://league-one.jp/player/484356,,,セブンズ日本(5)、日本代表(17),,,Toshiba Brave Lupus Tokyo (2018 - 2026)
Seta Tamanivalu,セタ ・タマニバル,CTB,東芝ブレイブルーパス東京（2025-26）,189,104,1992.01.23,33,SaintKentigernCollege（セントケンティガンカレッジ）,,SaintKentigernCollege（セントケンティガンカレッジ）,C,60,https://league-one.jp/player/484357,,,NZ代表(3),,,Toshiba Brave Lupus Tokyo (2021 - 2026) -> Union Bordeaux-Bègles (2021 - 2021) -> Toshiba Brave Lupus Tokyo (2020 - 2020) -> Union Bordeaux-Bègles (2018 - 2020) -> Crusaders (2016 - 2018) -> Chiefs (2014 - 2016) -> Taranaki Bulls (2012 - 2014)
Michael Leitch,リーチ マイケル,No8,東芝ブレイブルーパス東京（2025-26）,189,113,1988.10.07,37,札幌山の手高校,東海大学,札幌山の手高校 東海大学,A,61,https://league-one.jp/player/484358,,,セブンズ日本(5)、日本代表(92),,,Toshiba Brave Lupus Tokyo (2019 - 2026) -> Sunwolves (2019 - 2019) -> Toshiba Brave Lupus Tokyo (2018 - 2018) -> Sunwolves (2017 - 2018) -> Chiefs (2014 - 2017)
Jacob Pierce,ジェイコブ ・ピアス,LO,東芝ブレイブルーパス東京（2025-26）,201,106,1997.09.10,28,ロズミニカレッジ,,ロズミニカレッジ高校,A,60,https://league-one.jp/player/484359,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026) -> North Harbour (2021 - 2021) -> Blues (2021 - 2021) -> North Harbour (2020 - 2020) -> Blues (2020 - 2020) -> North Harbour (2020 - 2020) -> Blues (2020 - 2020) -> North Harbour (2019 - 2019) -> Blues (2017 - 2019)
Toshiki Kuwayama,桑山 聖生,FB,東芝ブレイブルーパス東京（2025-26）,184,95,1996.06.06,29,鹿児島実業高校,早稲田大学,鹿児島実業高校 早稲田大学,A,19,https://league-one.jp/player/484360,,,U20('15)、U23、セブンズ日本(1),,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Shohei Toyoshima,豊島 翔平,FB,東芝ブレイブルーパス東京（2025-26）,175,87,1989.01.09,36,東海大相模高校,東海大学,東海大相模高校 東海大学,A,31,https://league-one.jp/player/484361,,,セブンズ日本(16),,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Atsuki Kuwayama,桑山 淳生,WTB,東芝ブレイブルーパス東京（2025-26）,183,90,1997.11.15,28,鹿児島実業高校,早稲田大学,鹿児島実業高校 早稲田大学,A,27,https://league-one.jp/player/484362,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Masaki Hamada,濱田 将暉,WTB,東芝ブレイブルーパス東京（2025-26）,174,80,1996.07.13,29,京都成章高校,京都産業大学,京都成章高校 京都産業大学,A,25,https://league-one.jp/player/484363,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Taichi Mano,眞野 泰地,CTB,東芝ブレイブルーパス東京（2025-26）,173,90,1997.06.01,28,東海大学付属大阪仰星高校,東海大学,東海大学付属大阪仰星高等学校 東海大学,A,39,https://league-one.jp/player/484364,,,"U20('16,'17)、U23('17,'18)",,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Takuro Matsunaga,松永 拓朗,SO,東芝ブレイブルーパス東京（2025-26）,172,81,1998.08.13,27,大阪産業大学附属高校,天理大学,大阪産業大学附属高校 天理大学,A,68,https://league-one.jp/player/484365,,,XV('25),,,Toshiba Brave Lupus Tokyo (2020 - 2026)
Yuhei Sugiyama,杉山 優平,SH,東芝ブレイブルーパス東京（2025-26）,169,76,1997.06.05,28,大阪桐蔭高校,筑波大学,大阪桐蔭高校 筑波大学,A,49,https://league-one.jp/player/484366,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Kohei Takahashi,高橋 昴平,SH,東芝ブレイブルーパス東京（2025-26）,167,79,1996.04.12,29,長崎南山高校,専修大学,長崎南山高校 専修大学,A,20,https://league-one.jp/player/484367,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Takahiro Ogawa,小川 高廣,SH,東芝ブレイブルーパス東京（2025-26）,170,77,1991.03.18,34,東福岡高校,日本大学,東福岡高校 日本大学,A,46,https://league-one.jp/player/484368,,,U23('13)、セブンズ日本(2)、日本代表(3),,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Yoshitaka Tokunaga,徳永 祥尭,No8,東芝ブレイブルーパス東京（2025-26）,186,105,1992.04.10,33,関西学院高等部,関西学院大学,関西学院高等部 関西学院大学,A,49,https://league-one.jp/player/484369,,,U23('13)、セブンズ日本(4)、日本代表(15),,,Toshiba Brave Lupus Tokyo (2019 - 2026) -> Sunwolves (2016 - 2019)
Takeshi Sasaki,佐々木 剛,FL,東芝ブレイブルーパス東京（2025-26）,180,101,1997.04.17,28,八戸西高校,大東文化大学,青森県立八戸西高等学校 大東文化大学,A,54,https://league-one.jp/player/484370,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Hiroki Yamamoto,山本 浩輝,FL,東芝ブレイブルーパス東京（2025-26）,187,95,1992.11.17,33,石見智翠館高校,筑波大学,石見智翠館高校 筑波大学,A,25,https://league-one.jp/player/484371,,,U23('13)、セブンズ日本(1)、日本代表(6),,,Toshiba Brave Lupus Tokyo (2015 - 2026)
Shoichi Takagi,高城 勝一,LO,東芝ブレイブルーパス東京（2025-26）,197,112,1998.06.29,27,汎愛高校,摂南大学,汎愛高校 摂南大学,A,0,https://league-one.jp/player/484372,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Daigo Hashimoto,橋本 大吾,HO,東芝ブレイブルーパス東京（2025-26）,174,103,1994.01.28,31,深谷高校,筑波大学,深谷高校 筑波大学,A,65,https://league-one.jp/player/484373,,,U23('16)、日本代表(3),,,Toshiba Brave Lupus Tokyo (2016 - 2026)
Futoshi Mori,森 太志,HO,東芝ブレイブルーパス東京（2025-26）,174,103,1988.04.25,37,仙台育英学園高校,帝京大学,仙台育英学園高校 帝京大学,A,13,https://league-one.jp/player/484374,,,日本代表(2),,,Toshiba Brave Lupus Tokyo (2021 - 2026) -> Sunwolves (2015 - 2016)
Yuta Kokaji,小鍜治 悠太,PR,東芝ブレイブルーパス東京（2025-26）,176,109,1998.07.08,27,大阪産業大学附属高校,天理大学,大阪産業大学附属高校 天理大学,A,63,https://league-one.jp/player/484375,,,XV('25),,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Teruo Makabe,眞壁 照男,PR,東芝ブレイブルーパス東京（2025-26）,172,110,1996.05.04,29,桐蔭学園高校,立教大学,桐蔭学園高校 立教大学,A,41,https://league-one.jp/player/484376,,,,,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Masataka Mikami,三上 正貴,PR,東芝ブレイブルーパス東京（2025-26）,178,111,1988.06.04,37,青森工業高校,東海大学,青森工業高校 東海大学,A,55,https://league-one.jp/player/484377,,,U20('07)、日本代表(35),,,Toshiba Brave Lupus Tokyo (2019 - 2026) -> Sunwolves (2019 - 2019) -> Toshiba Brave Lupus Tokyo (2018 - 2018) -> Sunwolves (2018 - 2018) -> Toshiba Brave Lupus Tokyo (2017 - 2018) -> Sunwolves (2017 - 2017) -> Toshiba Brave Lupus Tokyo (2016 - 2016) -> Sunwolves (2016 - 2016) -> Toshiba Brave Lupus Tokyo (2016 - 2016) -> Sunwolves (2016 - 2016) -> Toshiba Brave Lupus Tokyo (2015 - 2015) -> Sunwolves (2015 - 2015) -> Toshiba Brave Lupus Tokyo (2011 - 2015)
Motoki Tanaka,田中 元珠,SH,東芝ブレイブルーパス東京（2025-26）,180,83,2001.04.18,24,オタゴボーイズハイスクール,,オタゴボーイズハイスクール,A,4,https://league-one.jp/player/484378,,,,,,Toshiba Brave Lupus Tokyo (2023 - 2026) -> Hino Red Dolphins (2021 - 2023)
Rob Thompson,ロブ ・トンプソン,CTB,東芝ブレイブルーパス東京（2025-26）,184,103,1991.08.29,34,パーマストンノースボーイズハイスクール,,パーマストンノースボーイズハイスクール,A,51,https://league-one.jp/player/484379,,,,,,Toshiba Brave Lupus Tokyo (2023 - 2026) -> Toyota Verblitz (2020 - 2023) -> Highlanders (2015 - 2020) -> Crusaders (2013 - 2014)
Makoto Iwafuchi,岩渕 誠,WTB,東芝ブレイブルーパス東京（2025-26）,182,90,2000.04.20,25,新潟高校,防衛大学校,新潟高校 防衛大学校,A,0,https://league-one.jp/player/484380,,,,,,Toshiba Brave Lupus Tokyo (2023 - 2026)
Michael Collins,マイケル ・コリンズ,UTB,東芝ブレイブルーパス東京（2025-26）,187,94,1993.06.03,32,オタゴボーイズハイスクール,オタゴ大学,オタゴボーイズハイスクール オタゴ大学,B,27,https://league-one.jp/player/484381,,,,,,Not Found
Richie Mounga,リッチー ・モウンガ,SO,東芝ブレイブルーパス東京（2025-26）,176,83,1994.05.25,31,RiccartonHighSchool,St.Andrew'sCollege,RiccartonHighSchool St.Andrew'sCollege,C,36,https://league-one.jp/player/484382,,,NZ代表(56),,,Not Found
Shannon Frizell,シャノン ・フリゼル,FL,東芝ブレイブルーパス東京（2025-26）,195,114,1994.02.11,31,'Apifo'ouCollege,,'Apifo'ouCollege,C,36,https://league-one.jp/player/484383,,,NZ代表(33),,,Toshiba Brave Lupus Tokyo (2023 - 2026) -> Highlanders (2021 - 2023) -> Tasman Mako (2021 - 2021) -> Highlanders (2021 - 2021) -> Tasman Mako (2020 - 2020) -> Highlanders (2020 - 2020) -> Tasman Mako (2020 - 2020) -> Highlanders (2020 - 2020) -> Tasman Mako (2019 - 2019) -> Highlanders (2017 - 2019)
Shuto Harabuchi,原渕 修人,PR,東芝ブレイブルーパス東京（2025-26）,177,108,2002.03.07,23,摂津高校,摂南大学,大阪府立摂津高校 摂南大学,A,0,https://league-one.jp/player/484384,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026)
Vea Taumoefolau,ヴェア ・タモエフォラウ,PR,東芝ブレイブルーパス東京（2025-26）,186,123,2001.11.05,24,札幌山の手高校,京都産業大学,札幌山の手高校 京都産業大学,A,3,https://league-one.jp/player/484385,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026)
Senfu Kamei,亀井 茜風,LO,東芝ブレイブルーパス東京（2025-26）,193,110,2001.06.12,24,長崎北陽台高校,明治大学,長崎県立長崎北陽台高等学校 明治大学,A,0,https://league-one.jp/player/484386,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026)
Rye On Yoon,尹 礼温,FL,東芝ブレイブルーパス東京（2025-26）,184,104,2001.06.30,24,大阪朝鮮高校,帝京大学,大阪朝鮮高校 帝京大学,A,0,https://league-one.jp/player/484387,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026)
Afu Ofeina,アフ ・オフィナ,FL,東芝ブレイブルーパス東京（2025-26）,187,113,2000.06.18,25,東海大学付属福岡高校,東海大学,東海大学付属福岡高等学校 東海大学,A,3,https://league-one.jp/player/484388,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026)
Shotaro Ikedo,池戸 将太郎,SH,東芝ブレイブルーパス東京（2025-26）,180,90,2001.06.03,24,東海大学付属相模高校,明治大学,東海大学付属相模高等学校 明治大学,A,4,https://league-one.jp/player/484389,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026)
Rei Ishioka,石岡 玲英,WTB,東芝ブレイブルーパス東京（2025-26）,177,85,2001.09.22,24,御所実業高校,法政大学,奈良県立御所実業高等学校 法政大学,A,1,https://league-one.jp/player/484390,,,,,,Toshiba Brave Lupus Tokyo (2024 - 2026)
Stephanus Du Toit,ステファーナス ・ドゥトイ,UTB,東芝ブレイブルーパス東京（2025-26）,185,96,2001.03.23,24,PaarlGimnasiumHighSchool,流通経済大学,PaarlGimnasiumHighSchool 流通経済大学,A,0,https://league-one.jp/player/484391,,,,,,Toshiba Brave Lupus Tokyo (2023 - 2026)
Shohei Ito,伊藤 鐘平,LO,東芝ブレイブルーパス東京（2025-26）,190,108,1997.05.01,28,札幌山の手高校,京都産業大学,札幌山の手高校 京都産業大学,A,56,https://league-one.jp/player/485501,,,U20('17)、XV('25),,,Toshiba Brave Lupus Tokyo (2021 - 2026)
Mark Telea,マーク ・テレア,WTB,トヨタヴェルブリッツ（2025-26）,186,94,1996.12.06,29,マッセーハイスクール,,マッセーハイスクール,C,3,https://league-one.jp/player/484444,,,NZ代表(19),,,Toyota Verblitz (2025 - 2026) -> North Harbour (2025 - 2025) -> Blues (2025 - 2025) -> North Harbour (2024 - 2024) -> Blues (2024 - 2024) -> North Harbour (2024 - 2024) -> Blues (2024 - 2024) -> North Harbour (2023 - 2023) -> Blues (2022 - 2023) -> North Harbour (2022 - 2022) -> Blues (2022 - 2022) -> North Harbour (2021 - 2021) -> Blues (2021 - 2021) -> Tasman Mako (2021 - 2021) -> Blues (2021 - 2021) -> Tasman Mako (2020 - 2020) -> Blues (2020 - 2020) -> Tasman Mako (2020 - 2020) -> Blues (2020 - 2020) -> Tasman Mako (2019 - 2019) -> Blues (2019 - 2019) -> North Harbour (2018 - 2019)
Hamdahn Tuipulotu,ハムダン ・トゥイプロトゥ,PR,トヨタヴェルブリッツ（2025-26）,182,125,2000.03.21,25,セント・ピーターズ,カレッジ,セント・ピーターズ カレッジ,B,2,https://league-one.jp/player/484445,,,,,,Toyota Verblitz (2025 - 2026) -> Auckland (2025 - 2025) -> Blues (2025 - 2025) -> Auckland (2024 - 2024) -> Blues (2024 - 2024) -> Southland Stags (2022 - 2024) -> Auckland (2022 - 2022) -> New South Wales Waratahs (2022 - 2022) -> Auckland (2021 - 2021) -> New South Wales Waratahs (2021 - 2021) -> Western Sydney Two Blues (2020 - 2021)
Harrison Goggin,ハリソン ・ゴギン,LO,トヨタヴェルブリッツ（2025-26）,206,126,2001.05.22,24,セントジョセフズナジーカレッジ,,セントジョセフズナジーカレッジ,B,1,https://league-one.jp/player/484446,,,,,,Toyota Verblitz (2025 - 2026) -> North Brisbane Rugby Club (2024 - 2025)
Schalk Erasmus,スカルク ・エラスマス,HO,トヨタヴェルブリッツ（2025-26）,184,109,1998.04.16,27,ステレンボッシュカレッジ,,ステレンボッシュカレッジ,B,16,https://league-one.jp/player/484447,,,,,,Toyota Verblitz (2025 - 2026) -> Kubota Spears Funabashi Tokyo-Bay (2022 - 2025) -> Bulls (2020 - 2022) -> Stormers (2019 - 2020) -> Western Province (2018 - 2019)
Jone Kerevi,ジョネ ・ケレビ,HO,トヨタヴェルブリッツ（2025-26）,184,108,1998.08.22,27,天理大学高校,,天理大学,A,9,https://league-one.jp/player/484448,,,,,,Toyota Verblitz (2025 - 2026) -> Toyota Industries Shuttles Aichi (2024 - 2025)
Aidan Morgan,エイダン ・モーガン,SO,トヨタヴェルブリッツ（2025-26）,172,81,2001.06.07,24,キングスカレッジ,,キングスカレッジ,B,0,https://league-one.jp/player/484449,,,,,,Toyota Verblitz (2025 - 2026) -> Ulster Rugby (2024 - 2025) -> Hurricanes (2023 - 2024) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2019 - 2021)
Semisi Tupou,セミシ ・トゥポウ,WTB,トヨタヴェルブリッツ（2025-26）,190,94,1999.06.29,26,セントジョセフナッジー,,セントジョセフナッジー,A,34,https://league-one.jp/player/484450,,,,,,Toyota Verblitz (2025 - 2026) -> BlackRams Tokyo (2023 - 2025) -> Saitama Wild Knights (2020 - 2023) -> Melbourne Rebels (2016 - 2020)
Keito Aoki,青木 恵斗,FL,トヨタヴェルブリッツ（2025-26）,187,110,2002.06.14,23,桐蔭学園高校,帝京大学,桐蔭学園 帝京,A,11,https://league-one.jp/player/484451,,,"XV('24,'25)",,,Toyota Verblitz (2025 - 2026) -> Teikyo University (2025 - 2025) -> Toyota Verblitz (2024 - 2024) -> Teikyo University (2023 - 2024)
Hanjiro Hirai,平井 半次郎,PR,トヨタヴェルブリッツ（2025-26）,180,108,2002.12.13,23,御所実業高校,帝京大学,御所実業 帝京,A,0,https://league-one.jp/player/484452,,,,,,Toyota Verblitz (2025 - 2026) -> Teikyo University (2025 - 2025) -> Toyota Verblitz (2024 - 2024) -> Teikyo University (2023 - 2024)
Nicholas McCurran,ニコラス ・マクカラン,CTB,トヨタヴェルブリッツ（2025-26）,189,94,1996.06.13,29,ハミルトンボーイズ,帝京大学,ハミルトンボーイズ 帝京,A,53,https://league-one.jp/player/484453,,,日本代表(7),,,Not Found
Rikiya Matsuda,松田 力也,SO,トヨタヴェルブリッツ（2025-26）,181,92,1994.05.03,31,伏見工業高校,帝京大学,伏見工業 帝京,A,59,https://league-one.jp/player/484454,,,U23('13)、日本代表(39),,,Toyota Verblitz (2024 - 2026) -> Saitama Wild Knights (2019 - 2024) -> Sunwolves (2019 - 2019) -> Saitama Wild Knights (2018 - 2018) -> Sunwolves (2018 - 2018) -> Saitama Wild Knights (2018 - 2018) -> Sunwolves (2018 - 2018) -> Saitama Wild Knights (2017 - 2017) -> Sunwolves (2017 - 2017) -> Saitama Wild Knights (2017 - 2017) -> Sunwolves (2017 - 2017) -> Saitama Wild Knights (2016 - 2016) -> Sunwolves (2016 - 2016)
Issa Yamakawa,山川 一瑳,LO,トヨタヴェルブリッツ（2025-26）,190,103,2000.07.05,25,常翔学園高校,帝京大学,常翔学園 帝京,A,2,https://league-one.jp/player/484455,,,U23('20),,,Toyota Verblitz (2023 - 2026)
Dick Wilson,ディック ・ウィルソン,CTB,トヨタヴェルブリッツ（2025-26）,180,96,1996.09.02,29,アオレレ,,アオレレ,A,33,https://league-one.jp/player/484456,,,,,,Toyota Verblitz (2022 - 2026) -> Shimizu Koto Blue Sharks (2019 - 2022)
Kaisei Tamura,田村 魁世,SH,トヨタヴェルブリッツ（2025-26）,171,80,1999.12.15,26,桐蔭学園高校,同志社大学,桐蔭学園 同志社,A,5,https://league-one.jp/player/484457,,,"高校('17)、U20,U23('19)",,,Toyota Verblitz (2024 - 2026) -> Southland Stags (2022 - 2023)
Ryusei Koike,小池 隆成,FL,トヨタヴェルブリッツ（2025-26）,188,106,1999.11.18,26,東京高校,東海大学,東京 東海,A,19,https://league-one.jp/player/484458,,,"U20('19)、U23('19,'20)",,,Toyota Verblitz (2022 - 2026)
Ryunosuke Momoji,百地 龍之介,PR,トヨタヴェルブリッツ（2025-26）,175,108,1999.09.03,26,東海大大阪仰星高校,立命館大学,東海大仰星 立命館,A,17,https://league-one.jp/player/484459,,,"高校('17)、U20('18,'19)、U23('19)",,,Toyota Verblitz (2022 - 2026)
Taichi Takahashi,高橋 汰地,WTB,トヨタヴェルブリッツ（2025-26）,180,91,1996.06.24,29,常翔学園高校,明治大学,常翔学園 明治,A,55,https://league-one.jp/player/484460,,,日本代表(2),,,Toyota Verblitz (2019 - 2026)
Yuki Okada,岡田 優輝,CTB,トヨタヴェルブリッツ（2025-26）,181,92,1995.07.13,30,大阪桐蔭高校,帝京大学,大阪桐蔭 帝京,A,33,https://league-one.jp/player/484461,,,"U20,U23('15)",,,Toyota Verblitz (2018 - 2026)
Masahiro Kitamura,北村 将大,SO,トヨタヴェルブリッツ（2025-26）,171,80,1998.08.29,27,御所実業高校,帝京大学,御所実業 帝京,A,3,https://league-one.jp/player/484462,,,,,,Toyota Verblitz (2021 - 2026)
Tiaan Falcon,ティアーン ・ファルコン,FB,トヨタヴェルブリッツ（2025-26）,181,90,1997.06.19,28,リンディスファーンカレッジ,,リンディスファーンカレッジ,A,40,https://league-one.jp/player/484463,,,,,,Toyota Verblitz (2021 - 2026) -> Hawke's Bay Magpies (2020 - 2021) -> Chiefs (2017 - 2020)
Jongchu Ryang,梁 正秋,SH,トヨタヴェルブリッツ（2025-26）,171,76,1992.12.14,33,大阪朝鮮高校,京都産業大学,大阪朝鮮 京都産業,A,6,https://league-one.jp/player/484464,,,,,,Toyota Verblitz (2021 - 2026)
Kaito Shigeno,茂野 海人,SH,トヨタヴェルブリッツ（2025-26）,170,78,1990.11.21,35,江の川高校,大東文化大学,江の川 大東文化,A,44,https://league-one.jp/player/484465,,,日本代表(16),,,Toyota Verblitz (2019 - 2026) -> Sunwolves (2015 - 2019)
Kazuki Himeno,姫野 和樹,FL,トヨタヴェルブリッツ（2025-26）,187,109,1994.07.27,31,春日丘高校,帝京大学,春日丘 帝京,A,52,https://league-one.jp/player/484466,,,U23('13)、12 高校、日本代表(36),,,Toyota Verblitz (2021 - 2026) -> Highlanders (2020 - 2021) -> Toyota Verblitz (2019 - 2020) -> Sunwolves (2019 - 2019) -> Toyota Verblitz (2018 - 2018) -> Sunwolves (2018 - 2018) -> Toyota Verblitz (2018 - 2018) -> Sunwolves (2018 - 2018) -> Toyota Verblitz (2017 - 2017) -> Sunwolves (2017 - 2017)
Ryusei Kato,加藤 竜聖,HO,トヨタヴェルブリッツ（2025-26）,178,101,1997.01.14,28,石見智翠館高校,東海大学,石見智翠館 東海,A,46,https://league-one.jp/player/484467,,,,,,Toyota Verblitz (2019 - 2026)
Yoshikatsu Hikosaka,彦坂 圭克,HO,トヨタヴェルブリッツ（2025-26）,178,105,1991.01.18,34,春日丘高校,筑波大学,春日丘 筑波,A,58,https://league-one.jp/player/484468,,,U20('11),,,Toyota Verblitz (2013 - 2026)
Gaku Shimizu,清水 岳,PR,トヨタヴェルブリッツ（2025-26）,174,107,1998.11.22,27,大阪桐蔭高校,帝京大学,大阪桐蔭 帝京,A,28,https://league-one.jp/player/484469,,,,,,Toyota Verblitz (2021 - 2026)
Yusuke Kizu,木津 悠輔,PR,トヨタヴェルブリッツ（2025-26）,178,115,1995.12.02,30,由布高校,天理高校,由布 天理,A,41,https://league-one.jp/player/484470,,,U23('17)、日本代表(6),,,Toyota Verblitz (2018 - 2026)
Shogo Miura,三浦 昌悟,PR,トヨタヴェルブリッツ（2025-26）,180,115,1995.06.08,30,秋田工業高校,東海大学,秋田工業 東海,A,65,https://league-one.jp/player/484471,,,"U20('15)、U23('15,'17)、日本代表(14)",,,Toyota Verblitz (2019 - 2026) -> Sunwolves (2018 - 2019)
Josh Dickson,ジョシュ ・ディクソン,LO,トヨタヴェルブリッツ（2025-26）,200,117,1994.11.02,31,オタゴボーイズ,,オタゴボーイズ,B,33,https://league-one.jp/player/484472,,,,,,Toyota Verblitz (2023 - 2026) -> Otago (2023 - 2023) -> Highlanders (2023 - 2023) -> Otago (2022 - 2022) -> Highlanders (2022 - 2022) -> Otago (2022 - 2022) -> Highlanders (2022 - 2022) -> Otago (2021 - 2021) -> Highlanders (2021 - 2021) -> Otago (2021 - 2021) -> Highlanders (2021 - 2021) -> Otago (2020 - 2020) -> Highlanders (2020 - 2020) -> Otago (2020 - 2020) -> Highlanders (2020 - 2020) -> Otago (2019 - 2019) -> Highlanders (2017 - 2019)
Kosei Miki,三木 皓正,FL,トヨタヴェルブリッツ（2025-26）,174,95,2002.01.22,23,京都成章高校,京都産業大学,京都成章 京都産業,A,12,https://league-one.jp/player/484473,,,,,,Toyota Verblitz (2024 - 2026)
Takuma Nishino,西野 拓真,PR,トヨタヴェルブリッツ（2025-26）,186,113,2001.11.19,24,京都成章高校,帝京大学,京都成章 帝京,A,0,https://league-one.jp/player/484474,,,,,,Toyota Verblitz (2023 - 2026)
Jingo Murata,村田 陣悟,FL,トヨタヴェルブリッツ（2025-26）,185,102,2002.02.22,23,京都成章高校,早稲田大学,京都成章 早稲田,A,0,https://league-one.jp/player/484475,,,,,,Toyota Verblitz (2024 - 2026)
Taiga Kawasaki,川崎 太雅,PR,トヨタヴェルブリッツ（2025-26）,171,106,2001.05.10,24,東福岡高校,早稲田大学,東福岡 早稲田,A,5,https://league-one.jp/player/484476,,,,,,Toyota Verblitz (2024 - 2026)
Shintaro Fukuzawa,福澤 慎太郎,HO,トヨタヴェルブリッツ（2025-26）,168,99,2001.09.20,24,本郷高校,慶應義塾大学,本郷 慶應義塾,A,0,https://league-one.jp/player/484477,,,,,,Toyota Verblitz (2024 - 2026)
Aaron Smith,アーロン ・スミス,SH,トヨタヴェルブリッツ（2025-26）,171,83,1988.11.21,37,フィールディング,,フィールディング,C,35,https://league-one.jp/player/485368,,,NZ代表(125),,,Toyota Verblitz (2023 - 2026) -> Highlanders (2021 - 2023) -> Manawatu Turbos (2021 - 2021) -> Highlanders (2021 - 2021) -> Manawatu Turbos (2020 - 2020) -> Highlanders (2020 - 2020) -> Manawatu Turbos (2020 - 2020) -> Highlanders (2020 - 2020) -> Manawatu Turbos (2019 - 2019) -> Highlanders (2013 - 2019)
Jone Nabetelevu,ジョネ ・ナベテレヴ,WTB,トヨタヴェルブリッツ（2025-26）,185,95,1999.02.22,26,ナシヌセンカンダリースクール,エレスメアカレッジ,ナシヌセンカンダリースクール エレスメアカレッジ,A,15,https://league-one.jp/player/485369,,,セブンズ日本(1),,,Toyota Verblitz (2022 - 2026) -> Kurita Water Gush Akishima (2020 - 2022)
Akito Okui,奥井 章仁,FL,トヨタヴェルブリッツ（2025-26）,177,103,2001.09.17,24,大阪桐蔭高校,帝京大学,大阪桐蔭 帝京,A,10,https://league-one.jp/player/485370,,,XV('25)、日本代表(2),,,Toyota Verblitz (2024 - 2026)
Jonas Tanaka Dowling,田中ダウリン ジョウナス,HO,トヨタヴェルブリッツ（2025-26）,176,102,2005.12.29,20,ウェイヴァリー,,ウェイヴァリー,A,0,https://league-one.jp/player/485498,,,,,,Toyota Verblitz (2024 - 2026)
