Player_Name,Full_Name,選手名_カタカナ,Position,Current_Team,League,Height,Weight,Birth_Date,Age,Nationality,Representative_Caps,Scraped_Url,キャリア遍歴,High_School,University
Clynton Knox,ノックス クリントン,ノックス クリントン,CTB,マツダスカイアクティブズ広島（2025-26）,league-one,182.0,98.0,1992.12.27,33.0,,,https://league-one.jp/player/484615,三重ホンダヒート (2021 - 2024) -> マツダスカイアクティブズ広島 (2024 - ),コーパスクリスティ,
Moses Jones,モーセス ショーンス,モーセス ショーンス,SO,ヤクルトレビンズ戸田（2025-26）,league-one,190.0,90.0,2002.06.18,23.0,,,https://league-one.jp/player/484771,ヤクルトレビンズ戸田 (2023 - ),ブリスベン高高校,
Adam BEARD,Adam BEARD,アタム ヒアート,LO,モンペリエ,top14,202.0,121.0,1996.01.07,,Voir,Wales (51),https://all.rugby/player/adam-beard,Ospreys (2015 - 2025) -> Montpellier Hérault Rugby (2025 - 2026),,
Judicael CANCORIET,Judicael CANCORIET,シュティカエル カンコリエ,FL/NO8,ラ・ロシェル,top14,194.0,116.0,1996.04.25,,Française,France,https://all.rugby/player/judicael-cancoriet,AAS Sarcelles Rugby (2005 - 2011) -> Rugby Club Massy Essonne (2011 - 2015) -> ASM Clermont Auvergne (2015 - 2023) -> Stade Rochelais (2023 - 2026),,
Jack GOODHUE,Jack GOODHUE,シャック-クットヒュー,CTB,カストル,top14,188.0,102.0,1995.06.13,,Néo,New Zealand (9),https://all.rugby/player/jack-goodhue,Crusaders (2016 - 2019) -> Northland Taniwha (2019 - 2019) -> Crusaders (2020 - 2020) -> Northland Taniwha (2020 - 2020) -> Crusaders (2020 - 2021) -> Northland Taniwha (2021 - 2021) -> Crusaders (2022 - 2022) -> Northland Taniwha (2022 - 2022) -> Crusaders (2022 - 2022) -> Northland Taniwha (2022 - 2022) -> Crusaders (2023 - 2023) -> Northland Taniwha (2023 - 2023) -> Castres Olympique (2023 - 2026),,
Edoardo IACHIZZI,Edoardo IACHIZZI,エトアルト イアキッツィ,FL/NO8,ヴァンヌ,top14,196.0,112.0,1998.05.26,,Italian,Italy (6),https://all.rugby/player/edoardo-iachizzi,Lazio (2015 - 2016) -> Union Sportive Arlequins Perpignanais (2016 - 2020) -> Rugby Club Vannes (2020 - 2023) -> Benetton Rugby Trévise (2023 - 2025) -> Rugby Club Vannes (2025 - 2026),,
Jeronimo DE LA FUENTE,Jeronimo DE LA FUENTE,ヘロニモ テ ラ フエンテ,CTB,ペルピニャン,top14,184.0,96.0,1991.02.24,,Argentine,Argentina (76),https://all.rugby/player/jeronimo-de-la-fuente,Jaguares (2015 - 2020) -> Union Sportive Arlequins Perpignanais (2020 - 2026),,
REI SHIBATA,柴田 玲,柴田 玲,CTB,ルリーロ福岡（2025-26）,league-one,177.0,86.0,2005.04.10,20.0,,,https://league-one.jp/player/484948,Not Found,東海大熊本星翔高校,
Peter Umaga Jensen,ヒーター ウマカ=シェンセン,ヒーター ウマカ=シェンセン,CTB,花園近鉄ライナーズ（2025-26）,league-one,187.0,106.0,1997.12.31,28.0,,,https://league-one.jp/player/484522,ハリケーンズ (2017 - 2025) -> ウェリントン (2019 - 2024) -> 花園近鉄ライナーズ (2025 - ),ワイヌイオマタハイスクール-スコッツカレッジ,
Liam Mitchell,リアム ミッチェル,リアム ミッチェル,LO,埼玉パナソニックワイルドナイツ（2025-26）,league-one,197.0,117.0,1995.10.10,30.0,,,https://league-one.jp/player/484042,ハリケーンズ (2018 - 2021) -> マナワツ (2019 - 2021) -> ゼブレ (2021 - 2022) -> 埼玉パナソニックワイルドナイツ (2022 - ),PalmerstonNorthBoys,
Billy Harmon,ヒリー ハーモン,ヒリー ハーモン,FL/No8,横浜キヤノンイーグルス（2025-26）,league-one,187.0,104.0,1994.12.23,31.0,,,https://league-one.jp/player/484819,クルセイダーズ (2017 - 2020) -> カンタベリー (2019 - 2024) -> ハイランダーズ (2020 - 2024) -> 横浜キヤノンイーグルス (2024 - ),StBede'sCollege,
Colby Faingaa,コルヒー ファインカア,コルヒー ファインカア,FL/No8,九州電力キューデンヴォルテクス（2025-26）,league-one,185.0,102.0,1991.03.31,34.0,,,https://league-one.jp/player/483692,Brumbies (2010 - 2013) -> レベルズ (2014 - 2018) -> メルボルン・ライジング (2015 - 2016) -> Connacht Rugby (2018 - 2020) -> リヨンOU (2020 - 2022) -> Kyushu Kyuden Voltex (2022 - ),セント・エドマンズ・カレッジ,
Kieran BROOKES,Kieran BROOKES,キーラン フルックス,PR,ペルピニャン,top14,188.0,120.0,1990.08.29,,English,England (12),https://all.rugby/player/kieran-brookes,Newcastle (2013 - 2015) -> Northampton Saints (2015 - 2018) -> Wasps (2018 - 2021) -> Rugby Club Toulonnais (2021 - 2024) -> Union Sportive Arlequins Perpignanais (2024 - 2026),,
Anthony BOUTHIER,Anthony BOUTHIER,アントニー フティエ,FB,ヴァンヌ,top14,182.0,86.0,1992.06.19,,French,France,https://all.rugby/player/anthony-bouthier,RC Pouillon (2004 - 2011) -> US Dax Rugby Landes (2011 - 2014) -> Rugby Club Vannes (2014 - 2019) -> Montpellier Hérault Rugby (2019 - 2025) -> Rugby Club Vannes (2025 - 2026),,
Callum MacDonald,カラム マクトナルト,カラム マクトナルト,LO,東芝ブレイブルーパス東京（2025-26）,league-one,204.0,123.0,2000.03.06,25.0,,,https://league-one.jp/player/484343,浦安D-Rocks (2021 - 2022) -> 東京サントリーサンゴリアス (2022 - 2025) -> 東芝ブレイブルーパス東京 (2025 - ),IonaCollege,
Connor Anderson,コナー アンターソン,コナー アンターソン,FL/No8,中国電力レッドレグリオンズ（2025-26）,league-one,191.0,103.0,1996.05.13,29.0,,,https://league-one.jp/player/484260,West Brisbane Bulldogs (2021 - 2022) -> レッズ (2022 - 2024) -> 中国電力レッドレギュリオンズ (2024 - ),ブリズベン州立高校,
Ivan van Zyl,アーロン キャロル,アーロン キャロル,Scrum-half,Saracens,premiership,193.0,108.0,1995.06.30,30.0,,,https://league-one.jp/player/483725,Saracens (2025 - ),タウランガ・ボーイズ・カレッジ,
Tomas ALBORNOZ,Tomas ALBORNOZ,トマス アルホルノス,SO,トゥーロン,top14,177.0,82.0,1997.09.17,,Argentine,Argentina,https://all.rugby/player/tomas-albornoz,Tucumán Rugby Club (2015 - 2019) -> Jaguares (2019 - 2020) -> Jaguares XV (2020 - 2021) -> Benetton Rugby Trévise (2021 - 2025) -> Rugby Club Toulonnais (2025 - 2025) -> Benetton Rugby Trévise (2026 - 2026) -> Rugby Club Toulonnais (2026 - 2026),,
Stuart HOGG,Stuart HOGG,スチュアート ホック,FB,モンペリエ,top14,183.0,93.0,1992.06.24,,Voir,Scotland (69),https://all.rugby/player/stuart-hogg,Glasgow Warriors (2013 - 2019) -> Exeter Chiefs (2019 - 2023) -> sans club (2023 - 2024) -> Montpellier Hérault Rugby (2024 - 2026),,
Tommaso ALLAN,Tommaso ALLAN,トマソ アラン,SO,ペルピニャン,top14,184.0,93.0,1993.04.26,,Italian,Italy (82),https://all.rugby/player/tommy-allan,Union Sportive Arlequins Perpignanais (2013 - 2016) -> Benetton Rugby Trévise (2016 - 2021) -> Harlequins (2021 - 2023) -> Union Sportive Arlequins Perpignanais (2023 - 2026),,
Antoine HASTOY,Antoine HASTOY,アントワーヌ-アストイ,SO,ラ・ロシェル,top14,180.0,86.0,1997.06.04,,Française,France (4),https://all.rugby/player/antoine-hastoy,RC Billère ASPTT Lescar (2004 - 2011) -> Section Paloise Béarn Pyrénées (2011 - 2022) -> Stade Rochelais (2022 - 2026),,
Motoki Tanaka,田中 元珠,田中 元珠,SH,東芝ブレイブルーパス東京（2025-26）,league-one,180.0,83.0,2001.04.18,24.0,,,https://league-one.jp/player/484378,日野レッドドルフィンズ (2021 - 2023) -> 東芝ブレイブルーパス東京 (2023 - ),オタゴボーイズハイスクール,
David RIBBANS,David RIBBANS,テイウィット-リハンス,LO,トゥーロン,top14,202.0,121.0,1995.08.29,,Angleterre,England (8),https://all.rugby/player/david-ribbans,Northampton Saints (2016 - 2023) -> Rugby Club Toulonnais (2023 - 2026),,
Paula Mahe,ハウラ マヘ,ハウラ マヘ,CTB,日本製鉄釜石シーウェイブス（2025-26）,league-one,184.0,103.0,2000.08.06,25.0,,,https://league-one.jp/player/484483,Dinamo Bucarest (2022 - 2024) -> Marlborough RFC (2024 - 2025) -> 日本製鉄釜石シーウェイブス (2025 - ),セント・ピーターズ・ケンブリッジ,
Jaco VAN TONDER,Jaco VAN TONDER,ヤコ ファン トンター,FL/NO8,ペルピニャン,top14,197.0,118.0,1998.03.08,,African,South Africa,https://all.rugby/player/jaco-van-tonder,ASM Clermont Auvergne (2016 - 2023) -> Union Sportive Arlequins Perpignanais (2023 - 2026),,
AJ Woulf,エイシェイ ウルフ,エイシェイ ウルフ,LO,日野レッドドルフィンズ（2025-26）,league-one,196.0,119.0,2001.09.03,24.0,,,https://league-one.jp/player/484585,日野レッドドルフィンズ (2023 - ),Chancellor State College,
Mathieu BABILLOT,Mathieu BABILLOT,マチュー ハヒヨ,FL/NO8,カストル,top14,190.0,111.0,1993.09.09,,Français,France,https://all.rugby/player/mathieu-babillot,Castres Olympique (2002 - 2026),,
Guram GOGICHASHVILI,Guram GOGICHASHVILI,クラム-コキチャシュウィリ,PR,ラシン92,top14,183.0,118.0,1998.09.04,,Georgia,Georgia (39),https://all.rugby/player/guram-gogichashvili,RC Locomotive Tbilisi (2017 - 2018) -> Racing 92 (2018 - 2026),,
Ultan DILLANE,Ultan DILLANE,アルタン ティレイン,LO,ラ・ロシェル,top14,198.0,115.0,1993.11.09,,Franco,Ireland,https://all.rugby/player/ultan-dillane,Connacht Rugby (2014 - 2022) -> Stade Rochelais (2022 - 2026),,
Leo BERDEU,Leo BERDEU,レオ ヘルトゥ,SO,リヨン,top14,195.0,99.0,1998.06.13,,Poids,France,https://all.rugby/player/leo-berdeu,Rugby Olympique de Grasse (2004 - 2015) -> Rugby Club Toulonnais (2015 - 2016) -> Lyon Olympique Universitaire Rugby (2016 - 2018) -> Sporting Union Agenais (2018 - 2020) -> Lyon Olympique Universitaire Rugby (2020 - 2026),,
Brody Macaskill,フロティ マカスケル,フロティ マカスケル,FL/No8,浦安D-Rocks（2025-26）,league-one,190.0,111.0,1999.10.27,26.0,,,https://league-one.jp/player/483520,浦安D-Rocks (2023 - ),アランモアカトリックカレッジ,
Oscar JEGOU,Oscar JEGOU,オスカー シェク,FL/NO8,ラ・ロシェル,top14,190.0,90.0,2003.05.31,,Française,France (1),https://all.rugby/player/oscar-jegou,Oléron RC (2008 - 2009) -> Stade Rochelais (2009 - 2026),,
Jiuta WAINIQOLO,Jiuta WAINIQOLO,シュタ ワイニコロ,WTB,リヨン,top14,187.0,97.0,1999.03.10,,Poids,Fiji (4),https://all.rugby/player/jiuta-wainiqolo,Fijian Drua (2018 - 2019) -> FIDJI 7's (2020 - 2021) -> Rugby Club Toulonnais (2021 - 2025) -> Lyon Olympique Universitaire Rugby (2025 - 2026),,
Janko Swanepoel,ヤンコ スワナホール,ヤンコ スワナホール,LO,三重ホンダヒート（2025-26）,league-one,200.0,115.0,1999.09.08,26.0,,,https://league-one.jp/player/484682,ブルズ (2020 - 2024) -> 三重ホンダヒート (2024 - ),ステレンバーグ,
Thibaud FLAMENT,Thibaud FLAMENT,ティホー フラマン,LO,トゥールーズ,top14,202.0,116.0,1997.04.29,,Argentina,France (29),https://all.rugby/player/thibaud-flament,ASUB Rugby Waterloo (2005 - 2015) -> Loughborough University (2015 - 2017) -> Club Newman (2017 - 2018) -> Loughborough University (2018 - 2019) -> Wasps (2019 - 2020) -> Stade Toulousain (2020 - 2026),,
Andrew Makalio,アントリュー マカリオ,アントリュー マカリオ,HO,東芝ブレイブルーパス東京（2025-26）,league-one,185.0,129.0,1992.01.22,34.0,,,https://league-one.jp/player/484345,クルセイダーズ (2016 - 2021) -> タスマン (2019 - 2022) -> ハイランダーズ (2021 - 2023) -> 花園近鉄ライナーズ (2023 - 2025) -> 東芝ブレイブルーパス東京 (2025 - ),OnehungaHighSchool,
Matt McGahan,マット マッカーン,マット マッカーン,SO,トヨタヴェルブリッツ（2025-26）,league-one,185.0,89.0,1993.04.21,32.0,,,https://league-one.jp/player/485507,ブルーズ (2014 - 2016) -> レッズ (2018 - 2019) -> ノース・ハーバー (2018 - 2019) -> リコーブラックラムズ東京 (2019 - 2024) -> トヨタヴェルブリッツ (2024 - ),マウント・アルバート・グラマー,
Domingo MIOTTI,Domingo MIOTTI,トミンコ ミオッティ,SO,モンペリエ,top14,188.0,93.0,1996.05.22,,Voir,Argentina,https://all.rugby/player/domingo-miotti,Jaguares (2018 - 2020) -> Western Force (2020 - 2021) -> Glasgow Warriors (2021 - 2023) -> Oyonnax Rugby (2023 - 2024) -> Montpellier Hérault Rugby (2024 - 2026),,
Taufa Latu,タウファ ラトゥ,タウファ ラトゥ,PR,トヨタヴェルブリッツ（2025-26）,league-one,183.0,120.0,1998.04.05,27.0,,,https://league-one.jp/player/485505,東芝ブレイブルーパス東京 (2022 - 2025) -> トヨタヴェルブリッツ (2025 - ),白鴎大学高校,
Aidan Morgan,エイタン モーカン,エイタン モーカン,SO,トヨタヴェルブリッツ（2025-26）,league-one,172.0,81.0,2001.06.07,24.0,,,https://league-one.jp/player/484449,ウェリントン・ライオンズ (2020 - 2024) -> Hurricanes (2022 - 2024) -> Ulster Rugby (2024 - 2025) -> トヨタヴェルブリッツ (2025 - ),キングスカレッジ,
Quinton Nicols,クイントン ニコラス,クイントン ニコラス,CTB,クリタウォーターガッシュ昭島（2025-26）,league-one,194.0,104.0,2002.04.16,23.0,,,https://league-one.jp/player/485717,Not Found,マウントアルバートグラマーカレ,
Nick Jooste,ニック ユースト,ニック ユースト,CTB,レッドハリケーンズ大阪（2025-26）,league-one,190.0,94.0,1997.07.07,28.0,,,https://league-one.jp/player/485135,ウェスタン・フォース (2019 - 2020) -> Eastern Suburbs RFC (2020 - 2021) -> メルボルン・レベルズ (2021 - 2024) -> San Diego Legion (2024 - 2025) -> NTTドコモレッドハリケーンズ大阪 (2025 - ),Hale High School Southern Queensland,
Antoine FRISCH,Antoine FRISCH,アントワーヌ-フリッシュ,CTB,トゥーロン,top14,188.0,99.0,1996.06.01,,France,France (2),https://all.rugby/player/antoine-frisch,Rugby Sud 77 (2004 - 2011) -> Paris Université Club (2011 - 2013) -> Rugby Club Massy Essonne (2013 - 2016) -> Stade Français Paris Rugby (2016 - 2018) -> Stado Tarbes Pyrénées Rugby (2018 - 2019) -> Rugby Club Massy Essonne (2019 - 2020) -> Rouen Normandie Rugby (2020 - 2021) -> Bristol Bears (2021 - 2022) -> Munster Rugby (2022 - 2024) -> Rugby Club Toulonnais (2024 - 2026),,
Charles OLLIVON,Charles OLLIVON,シャルル-オリウォン,FL/NO8,トゥーロン,top14,199.0,114.0,1993.05.11,,France,France (39),https://all.rugby/player/charles-ollivon,Saint-Pée UC (2004 - 2009) -> Aviron Bayonnais (2009 - 2015) -> Rugby Club Toulonnais (2015 - 2026),,
Haruto Takahashi,高橋 陽大,高橋 陽大,PR,三重ホンダヒート（2025-26）,league-one,185.0,116.0,2002.06.29,23.0,,,https://league-one.jp/player/484667,コベルコ神戸スティーラーズ (2021 - 2025) -> 三重ホンダヒート (2025 - ),ロトルアボーイズハイスクール,
Matthis LEBEL,Matthis LEBEL,マティス ルヘル,WTB,トゥールーズ,top14,185.0,91.0,1999.03.25,,Argentina,France (5),https://all.rugby/player/matthis-lebel,Lombez Samatan (2004 - 2013) -> Stade Toulousain (2013 - 2026),,
Tjay Clarke,ティーシェイ クラーク,ティーシェイ クラーク,WTB,東芝ブレイブルーパス東京（2025-26）,league-one,181.0,91.0,2002.08.20,23.0,,,https://league-one.jp/player/484341,ウェリントン (2022 - 2025) -> ハリケーンズ (2024 - 2025) -> 東芝ブレイブルーパス東京 (2025 - ),St Patrick's College,
Jack Wright,シャック ライト,シャック ライト,LO,静岡ブルーレヴズ（2025-26）,league-one,202.0,117.0,1999.08.07,26.0,,,https://league-one.jp/player/484190,Tuggeranong Vikings (2019 - 2022) -> ブランビーズ (2022 - 2023) -> 静岡ブルーレヴズ (2023 - ),MackillopCatholicCollegeCanberra,
Nolann LE GARREC,Nolann LE GARREC,ノラン ル カレック,SH,ラ・ロシェル,top14,175.0,75.0,2002.05.14,,Française,France (7),https://all.rugby/player/nolann-le-garrec,Rugby Club Vannes (2009 - 2017) -> Racing 92 (2017 - 2025) -> Stade Rochelais (2025 - 2026),,
Troy Callander,トロイ カレンター,トロイ カレンター,LO,狭山セコムラガッツ（2025-26）,league-one,198.0,111.0,1994.12.27,31.0,,,https://league-one.jp/player/484095,狭山セコムラガッツ (2024 - ),オタゴボーイズ,
Isileli Manu,イシレリ マヌ,イシレリ マヌ,FL/No8,豊田自動織機シャトルズ愛知（2025-26）,league-one,191.0,120.0,1999.07.20,26.0,,,https://league-one.jp/player/484408,Not Found,ディルワース,
Neil Hansen,ニール ハンセン,ニール ハンセン,LO,コベルコ神戸スティーラーズ（2025-26）,league-one,197.0,112.0,2005.08.18,20.0,,,https://league-one.jp/player/483928,ゴールデン・ライオンズ (2024 - 2025) -> コベルコ神戸スティーラーズ (2025 - ),パールボーイズ,
Tolu LATU,Tolu LATU,トル ラトゥ,HO,ラ・ロシェル,top14,180.0,117.0,1993.02.23,,Tongienne,Australia (15),https://all.rugby/player/tolu-latu,New South Wales Waratahs (2013 - 2019) -> Stade Français Paris Rugby (2019 - 2022) -> New South Wales Waratahs (2022 - 2023) -> Montpellier Hérault Rugby (2023 - 2023) -> Stade Rochelais (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Stade Rochelais (2024 - 2026),,
Monty IOANE,Monty IOANE,モンティ イオアネ,WTB,リヨン,top14,180.0,95.0,1994.10.30,,Poids,Italy (36),https://all.rugby/player/monty-ioane,Stade Français Paris Rugby (2013 - 2015) -> Bay of Plenty Steamers (2015 - 2017) -> Benetton Rugby Trévise (2017 - 2022) -> Melbourne Rebels (2022 - 2023) -> Lyon Olympique Universitaire Rugby (2023 - 2026),,
Josh Fenner,ショシュ フェナー,ショシュ フェナー,FL/No8,日野レッドドルフィンズ（2025-26）,league-one,197.0,112.0,1999.01.09,27.0,,,https://league-one.jp/player/485375,Melbourne Rising (2017 - 2018) -> ワスプス (2018 - 2020) -> Hartpury RFC (2021 - 2022) -> NTTドコモレッドハリケーンズ大阪 (2022 - 2024) -> 日野レッドドルフィンズ (2024 - ),Brisbane State HighSchool,
Peceli YATO,Peceli YATO,ヘセリ ヤト,FL/NO8,ペルピニャン,top14,196.0,120.0,1993.01.17,,Fijian,Fiji (17),https://all.rugby/player/peceli-yato,ASM Clermont Auvergne (2012 - 2025) -> Union Sportive Arlequins Perpignanais (2025 - 2026),,
Siale Mahina,シアレ マヒナ,シアレ マヒナ,PR,静岡ブルーレヴズ（2025-26）,league-one,175.0,110.0,2005.08.23,20.0,,,https://league-one.jp/player/484159,静岡ブルーレヴズ (2024 - ),Brisbane State HighSchool,
Jamie RITCHIE,Jamie RITCHIE,シェイミー-リッチー,FL/NO8,ペルピニャン,top14,190.0,110.0,1996.08.16,,Scottish,Scotland (54),https://all.rugby/player/jamie-ritchie,Edimbourg Rugby (2014 - 2025) -> Union Sportive Arlequins Perpignanais (2025 - 2026),,
Rikus Pretorius,リカス フレトリアス,リカス フレトリアス,CTB,クボタスピアーズ船橋・東京ベイ（2025-26）,league-one,193.0,104.0,1999.01.15,27.0,,,https://league-one.jp/player/483748,ウェスタン・プロヴィンス (2019 - 2022) -> Stormers (2020 - 2022) -> Kubota Spears Funabashi Tokyo-Bay (2022 - ),GreyCollege,
Jordan JOSEPH,Jordan JOSEPH,ショータン ショセフ,FL/NO8,ラシン92,top14,190.0,124.0,2000.07.31,,Argentina,France,https://all.rugby/player/jordan-joseph,Rugby Club Massy Essonne (2014 - 2018) -> Racing 92 (2018 - 2021) -> Section Paloise Béarn Pyrénées (2021 - 2021) -> Racing 92 (2022 - 2022) -> Section Paloise Béarn Pyrénées (2022 - 2023) -> Racing 92 (2023 - 2026),,
Darius Thomas,タリエス トマス,タリエス トマス,WTB,日本製鉄釜石シーウェイブス（2025-26）,league-one,183.0,83.0,2003.10.20,22.0,,,https://league-one.jp/player/484491,日本製鉄釜石シーウェイブス (2022 - ),仙台育英高校,
Papaseea Matelau,ハハセーア マテラウ,ハハセーア マテラウ,FL/No8,クリタウォーターガッシュ昭島（2025-26）,league-one,182.0,106.0,2006.06.08,19.0,,,https://league-one.jp/player/483787,Not Found,SaltLakeHighSchool,
Xavier Stowers,セイヒア スタワース,セイヒア スタワース,FL/No8,埼玉パナソニックワイルドナイツ（2025-26）,league-one,196.0,114.0,2003.07.28,22.0,,,https://league-one.jp/player/484074,埼玉パナソニックワイルドナイツ (2023 - ),IpswichGrammarSchool,
Merwe Olivier,メルウェ オリウィエ,メルウェ オリウィエ,LO,クボタスピアーズ船橋・東京ベイ（2025-26）,league-one,194.0,108.0,2002.10.09,23.0,,,https://league-one.jp/player/483740,ブルー・ブルズ (2021 - 2023) -> ブルズ (2023 - 2024) -> クボタスピアーズ船橋・東京ベイ (2024 - ),グレイ高校,
Taiga Kato,加藤 大冴,加藤 大冴,SH,静岡ブルーレヴズ（2025-26）,league-one,170.0,73.0,2005.08.24,20.0,,,https://league-one.jp/player/484157,静岡ブルーレヴズ (2024 - ),WestlakeBoysHighSchool,
Taiki Ito,伊藤 大輝,伊藤 大輝,HO,日本製鉄釜石シーウェイブス（2025-26）,league-one,176.0,106.0,1994.05.17,31.0,,,https://league-one.jp/player/484509,日本製鉄釜石シーウェイブス (2021 - ),若狭東高校,
Christopher TOLOFUA,Christopher TOLOFUA,クリストファー-トロフア,HO,モンペリエ,top14,182.0,125.0,1993.12.31,,Voir,France (8),https://all.rugby/player/christopher-tolofua,Stade Toulousain (2007 - 2017) -> Saracens (2017 - 2019) -> Rugby Club Toulonnais (2019 - 2023) -> Montpellier Hérault Rugby (2023 - 2023) -> Rugby Club Toulonnais (2024 - 2024) -> Montpellier Hérault Rugby (2024 - 2026),,
Simon Miller,シモン ミラー,シモン ミラー,FL/No8,静岡ブルーレヴズ（2025-26）,league-one,198.0,113.0,2001.05.05,24.0,,,https://league-one.jp/player/485057,ウェスタン・プロヴィンス (2021 - 2021) -> Stormers (2021 - 2023) -> Natal Sharks (2023 - 2024) -> Shizuoka Blue Revs (2024 - ),St.AlbansCollege,
Felix Kalapu,フィリックス カラフ,フィリックス カラフ,LO,リコーブラックラムズ東京（2025-26）,league-one,195.0,118.0,1999.09.27,26.0,,,https://league-one.jp/player/484857,オークランド (2019 - 2022) -> Old Glory DC RFC (2021 - 2022) -> ノース・ハーバー (2021 - 2025) -> ウェスタン・フォース (2022 - 2024) -> ワラターズ (2024 - 2025) -> リコーブラックラムズ東京 (2025 - ),オークランド・グラマー・スクール,
Swan REBBADJ,Swan REBBADJ,スワン レヘル,LO,トゥーロン,top14,202.0,121.0,1995.01.15,,France,France,https://all.rugby/player/swan-rebbadj,RC Port-de-Bouc (2007 - 2012) -> Rugby Club Toulonnais (2012 - 2026),,
Joel SCLAVI,Joel SCLAVI,ショエル スクラウィ,PR,ラ・ロシェル,top14,190.0,139.0,1994.06.25,,Argentine,Argentina (12),https://all.rugby/player/joel-sclavi,Bizkaia Gernika RT (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2017) -> Soyaux-Angoulême XV Charente (2017 - 2019) -> Sporting Union Agenais (2019 - 2019) -> Jaguares (2019 - 2019) -> Sporting Union Agenais (2020 - 2020) -> Jaguares (2020 - 2020) -> Jaguares XV (2020 - 2021) -> Stade Rochelais (2021 - 2026),,
Kauvaka Kaivelata,カウウァカ カイウェラタ,カウウァカ カイウェラタ,PR,コベルコ神戸スティーラーズ（2025-26）,league-one,187.0,124.0,2002.07.11,23.0,,,https://league-one.jp/player/483937,Counties Manukau Steelers (2022 - 2024) -> Chiefs (2022 - 2024) -> Kobelco Kobe Steelers (2024 - ),ウェスリーカレッジ,
Tiaan Falcon,ティアーン ファルコン,ティアーン ファルコン,FB,トヨタヴェルブリッツ（2025-26）,league-one,181.0,90.0,1997.06.19,28.0,,,https://league-one.jp/player/484463,チーフス (2017 - 2020) -> ホークスベイ (2020 - 2021) -> トヨタヴェルブリッツ (2021 - ),リンディスファーンカレッジ,
Raia Takashima,高島 來亜,高島 來亜,SH,豊田自動織機シャトルズ愛知（2025-26）,league-one,184.0,77.0,2005.03.23,20.0,,,https://league-one.jp/player/484435,豊田自動織機シャトルズ愛知 (2023 - ),東海大大阪仰星高校,
Jordan UELESE,Jordan UELESE,ショータン ウエレセ,HO,モンペリエ,top14,189.0,122.0,1997.01.24,,Voir,Australia (18),https://all.rugby/player/jordan-uelese,Melbourne Rebels (2016 - 2024) -> Montpellier Hérault Rugby (2024 - 2026),,
Kauri Tipene-Grace,カウリ ティヘネクレース,カウリ ティヘネクレース,UTB,クリタウォーターガッシュ昭島（2025-26）,league-one,194.0,98.0,2004.03.16,21.0,,,https://league-one.jp/player/483788,ウェスタン・フォース (2023 - 2024) -> Wests Scarborough Rugby Union (2024 - 2025) -> クリタウォーターガッシュ昭島 (2025 - ),アランモアカトリックカレッジ,
Ma'a NONU,Ma'a NONU,マア ノヌ,CTB,トゥーロン,top14,182.0,108.0,1982.05.21,,Nouvelle,New Zealand (97),https://all.rugby/player/ma-a-nonu,Hurricanes (2002 - 2011) -> Blues (2011 - 2012) -> Highlanders (2012 - 2013) -> Blues (2013 - 2014) -> Hurricanes (2014 - 2015) -> Rugby Club Toulonnais (2015 - 2018) -> Blues (2018 - 2019) -> San Diego Legion (2019 - 2020) -> Rugby Club Toulonnais (2020 - 2021) -> San Diego Legion (2021 - 2024) -> Rugby Club Toulonnais (2024 - 2026),,
Ruan Botha,ルアン ホタ,ルアン ホタ,LO,クボタスピアーズ船橋・東京ベイ（2025-26）,league-one,205.0,120.0,1992.01.10,34.0,,,https://league-one.jp/player/483765,ストーマーズ (2013 - 2015) -> シャークス (2015 - 2019) -> ロンドン・アイリッシュ (2019 - 2020) -> クボタスピアーズ船橋・東京ベイ (2021 - ),JeuglandHighSchool（ジュグランド高校）,
Gela APRASIDZE,Gela APRASIDZE,ケラ-アフラスィセ,SH,ペルピニャン,top14,175.0,76.0,1998.01.14,,Georgian,Georgia (48),https://all.rugby/player/gela-aprasidze,Lelo Saracens Tbilissi (2016 - 2017) -> Montpellier Hérault Rugby (2017 - 2023) -> Aviron Bayonnais (2023 - 2024) -> Union Sportive Arlequins Perpignanais (2024 - 2026),,
Isaac Lucas,アイサック ルーカス,アイサック ルーカス,FB,リコーブラックラムズ東京（2025-26）,league-one,179.0,84.0,1999.02.11,27.0,,,https://league-one.jp/player/484884,レッズ (2018 - 2020) -> リコーブラックラムズ東京 (2020 - ),セントジョセフカレッジグレゴリーテラス,
Setariki TUICUVU,Setariki TUICUVU,セタリキ トゥイツウ,CTB,トゥーロン,top14,179.0,95.0,1995.09.07,,Fidji,Fiji,https://all.rugby/player/setariki-tuicuvu,ASM Clermont Auvergne (2015 - 2019) -> Aviron Bayonnais (2019 - 2019) -> ASM Clermont Auvergne (2020 - 2020) -> Aviron Bayonnais (2020 - 2020) -> CA Brive Corrèze Limousin (2020 - 2023) -> Rugby Club Toulonnais (2023 - 2026),,
Marco TAULEIGNE,Marco TAULEIGNE,マルコ トレニュ,FL/NO8,モンペリエ,top14,191.0,118.0,1993.08.30,,Voir,France,https://all.rugby/player/marco-tauleigne,RC Teillois (2004 - 2009) -> CS Bourgoin Jallieu Rugby (2009 - 2013) -> Union Bordeaux-Bègles (2013 - 2021) -> Montpellier Hérault Rugby (2021 - 2026),,
