英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,URL,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Will GREATBANKS,Will GREATBANKS,LO,Ospreys,198,109,2003.01.18,,,,,A,https://all.rugby/player/william-greatbanks,Club Athlétique Ribéracois (2010 - 2018) -> Union Bordeaux-Bègles (2018 - 2018) -> Soyaux-Angoulême XV Charente (2018 - 2018) -> Union Bordeaux-Bègles (2019 - 2019) -> Soyaux-Angoulême XV Charente (2019 - 2024) -> Ospreys (2024 - 2026),,,https://all.rugby/player/william-greatbanks,Club Athlétique Ribéracois (2010 - 2018) -> Union Bordeaux-Bègles (2018 - 2018) -> Soyaux-Angoulême XV Charente (2018 - 2018) -> Union Bordeaux-Bègles (2019 - 2019) -> Soyaux-Angoulême XV Charente (2019 - 2024) -> Ospreys (2024 - 2026)
Harri DEAVES-SMALL,Harri DEAVES-SMALL,Back row,Ospreys,182,96,2001.06.13,,,,,A,https://all.rugby/player/harri-deaves-small,Ospreys (2020 - 2026),,,https://all.rugby/player/harri-deaves-small,Ospreys (2020 - 2026)
Jac MORGAN,Jac MORGAN,Back row,Ospreys,182,105,2000.01.21,,,,,A,https://all.rugby/player/jac-morgan,Scarlets (2018 - 2021) -> Ospreys (2021 - 2026),,,https://all.rugby/player/jac-morgan,Scarlets (2018 - 2021) -> Ospreys (2021 - 2026)
Marco DE WITT,Marco DE WITT,Back row,Ospreys,193,101,2002.01.24,,,,,A,https://all.rugby/player/marco-de-witt,Sharks (2023 - 2023) -> Griquas (2023 - 2023) -> Sharks (2024 - 2024) -> Griquas (2024 - 2025) -> Ospreys (2025 - 2026),,,https://all.rugby/player/marco-de-witt,Sharks (2023 - 2023) -> Griquas (2023 - 2023) -> Sharks (2024 - 2024) -> Griquas (2024 - 2025) -> Ospreys (2025 - 2026)
Morgan MORRIS,Morgan MORRIS,Back row,Ospreys,183,110,1998.08.28,,,,,A,https://all.rugby/player/morgan-morris,Ospreys (2017 - 2026),,,https://all.rugby/player/morgan-morris,Ospreys (2017 - 2026)
Ross MORIARTY,Ross MORIARTY,Back row,Ospreys,188,108,1994.04.18,,,,,A,https://all.rugby/player/ross-moriarty,Gloucester Rugby (2013 - 2018) -> Dragons RFC (2018 - 2022) -> CA Brive Corrèze Limousin (2022 - 2022) -> Dragons RFC (2023 - 2023) -> CA Brive Corrèze Limousin (2023 - 2025) -> Ospreys (2025 - 2026),England,England,https://all.rugby/player/ross-moriarty,Gloucester Rugby (2013 - 2018) -> Dragons RFC (2018 - 2022) -> CA Brive Corrèze Limousin (2022 - 2022) -> Dragons RFC (2023 - 2023) -> CA Brive Corrèze Limousin (2023 - 2025) -> Ospreys (2025 - 2026)
Cormac FOLEY,Cormac FOLEY,SH,Ospreys,180,90,1999.10.24,,,,,A,https://all.rugby/player/cormac-foley,Leinster Rugby (2020 - 2025) -> Ospreys (2025 - 2025) -> Leinster Rugby (2026 - 2026) -> Ospreys (2026 - 2026),,,https://all.rugby/player/cormac-foley,Leinster Rugby (2020 - 2025) -> Ospreys (2025 - 2025) -> Leinster Rugby (2026 - 2026) -> Ospreys (2026 - 2026)
Harri WILLIAMS,Harri WILLIAMS,SH,Ospreys,173,78,2003.04.05,,,,,A,https://all.rugby/player/harri-williams,Northampton Saints (2016 - 2019) -> Scarlets (2019 - 2023) -> Ampthill Rugby (2023 - 2024) -> Tuggeranong Vikings (2024 - 2025) -> Ospreys (2025 - 2026),,,https://all.rugby/player/harri-williams,Northampton Saints (2016 - 2019) -> Scarlets (2019 - 2023) -> Ampthill Rugby (2023 - 2024) -> Tuggeranong Vikings (2024 - 2025) -> Ospreys (2025 - 2026)
Kieran HARDY,Kieran HARDY,SH,Ospreys,186,90,1995.11.30,,,,,A,https://all.rugby/player/kieran-hardy,Scarlets (2014 - 2024) -> Ospreys (2024 - 2026),Wales,Wales,https://all.rugby/player/kieran-hardy,Scarlets (2014 - 2024) -> Ospreys (2024 - 2026)
Luke DAVIES,Luke DAVIES,SH,Ospreys,175,80,2002.02.26,,,,,A,https://all.rugby/player/luke-davies,Scarlets (2021 - 2022) -> Jersey Reds (2022 - 2023) -> Ospreys (2023 - 2026),,,https://all.rugby/player/luke-davies,Scarlets (2021 - 2022) -> Jersey Reds (2022 - 2023) -> Ospreys (2023 - 2026)
Reuben MORGAN-WILLIAMS,Reuben MORGAN-WILLIAMS,SH,Ospreys,180,85,1998.02.03,,,,,A,https://all.rugby/player/reuben-morgan-williams,Ospreys (2017 - 2026),,,https://all.rugby/player/reuben-morgan-williams,Ospreys (2017 - 2026)
Scott WHITLOCK,Scott WHITLOCK,SH,Ospreys,175,72,2004..,,,,,A,https://all.rugby/player/scott-whitlock,Aberavon RFC (2023 - 2024) -> Ospreys (2024 - 2026),,,https://all.rugby/player/scott-whitlock,Aberavon RFC (2023 - 2024) -> Ospreys (2024 - 2026)
Dan EDWARDS,Dan EDWARDS,SO,Ospreys,178,83,2003.05.07,,,,,A,https://all.rugby/player/dan-edwards,Ospreys (2021 - 2026),,,https://all.rugby/player/dan-edwards,Ospreys (2021 - 2026)
Jack WALSH,Jack WALSH,SO,Ospreys,184,88,2000.01.11,,,,,A,https://all.rugby/player/jack-walsh,Manly Marlins (2018 - 2019) -> New South Wales Waratahs (2019 - 2019) -> Exeter Chiefs (2019 - 2019) -> New South Wales Waratahs (2020 - 2020) -> Exeter Chiefs (2020 - 2022) -> Ospreys (2022 - 2026),,,https://all.rugby/player/jack-walsh,Manly Marlins (2018 - 2019) -> New South Wales Waratahs (2019 - 2019) -> Exeter Chiefs (2019 - 2019) -> New South Wales Waratahs (2020 - 2020) -> Exeter Chiefs (2020 - 2022) -> Ospreys (2022 - 2026)
Luke SCULLY,Luke SCULLY,SO,Ospreys,180,86,2000.02.28,,,,,A,https://all.rugby/player/luke-scully,Worcester Warriors (2018 - 2020) -> Cardiff Rugby (2020 - 2020) -> Cornish Pirates (2020 - 2020) -> Cardiff Rugby (2021 - 2021) -> Cornish Pirates (2021 - 2021) -> Cardiff Rugby (2021 - 2022) -> Ospreys (2022 - 2026),,,https://all.rugby/player/luke-scully,Worcester Warriors (2018 - 2020) -> Cardiff Rugby (2020 - 2020) -> Cornish Pirates (2020 - 2020) -> Cardiff Rugby (2021 - 2021) -> Cornish Pirates (2021 - 2021) -> Cardiff Rugby (2021 - 2022) -> Ospreys (2022 - 2026)
Evardi BOSHOFF,Evardi BOSHOFF,CTB,Ospreys,183,92,1998.10.06,,,,,A,https://all.rugby/player/evardi-boshoff,Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2026),,,https://all.rugby/player/evardi-boshoff,Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2026)
Keiran WILLIAMS,Keiran WILLIAMS,CTB,Ospreys,178,90,1997.12.04,,,,,A,https://all.rugby/player/keiran-williams,Ospreys (2017 - 2026),,,https://all.rugby/player/keiran-williams,Ospreys (2017 - 2026)
Owen WATKIN,Owen WATKIN,CTB,Ospreys,188,112,1996.10.12,,,,,A,https://all.rugby/player/owen-watkin,Ospreys (2015 - 2026),Wales,Wales,https://all.rugby/player/owen-watkin,Ospreys (2015 - 2026)
Phil COKANASIGA,Phil COKANASIGA,CTB,Ospreys,183,105,2001.07.31,,,,,A,https://all.rugby/player/phil-cokanasiga,London Irish (2016 - 2022) -> Leicester Tigers (2022 - 2022) -> Nottingham Rugby (2022 - 2022) -> Leicester Tigers (2023 - 2023) -> Nottingham Rugby (2023 - 2023) -> Leicester Tigers (2023 - 2024) -> Ospreys (2024 - 2026),,,https://all.rugby/player/phil-cokanasiga,London Irish (2016 - 2022) -> Leicester Tigers (2022 - 2022) -> Nottingham Rugby (2022 - 2022) -> Leicester Tigers (2023 - 2023) -> Nottingham Rugby (2023 - 2023) -> Leicester Tigers (2023 - 2024) -> Ospreys (2024 - 2026)
Tom FLORENCE,Tom FLORENCE,CTB,Ospreys,188,96,2003.03.19,,,,,A,https://all.rugby/player/tom-florence-,Ospreys (2020 - 2026),,,https://all.rugby/player/tom-florence-,Ospreys (2020 - 2026)
Keelan GILES,Keelan GILES,Winger,Ospreys,173,80,1998.01.29,,,,,A,https://all.rugby/player/keelan-giles,Ospreys (2016 - 2026),Wales,Wales,https://all.rugby/player/keelan-giles,Ospreys (2016 - 2026)
Luke MORGAN,Luke MORGAN,Winger,Ospreys,175,81,1992.05.16,,,,,A,https://all.rugby/player/luke-morgan,Ospreys (2018 - 2026),Wales,Wales,https://all.rugby/player/luke-morgan,Ospreys (2018 - 2026)
Ryan CONBEER,Ryan CONBEER,Winger,Ospreys,177,91,1999.02.05,,,,,A,https://all.rugby/player/ryan-conbeer,Scarlets (2017 - 2024) -> Ospreys (2024 - 2026),,,https://all.rugby/player/ryan-conbeer,Scarlets (2017 - 2024) -> Ospreys (2024 - 2026)
Daniel KASENDE,Daniel KASENDE,FB,Ospreys,187,92,1995.05.09,,,,,A,https://all.rugby/player/daniel-kasende,Griquas (2019 - 2021) -> Free State Cheetahs (2021 - 2022) -> Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2023 - 2023) -> Ospreys (2024 - 2024) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2026),,,https://all.rugby/player/daniel-kasende,Griquas (2019 - 2021) -> Free State Cheetahs (2021 - 2022) -> Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2023 - 2023) -> Ospreys (2024 - 2024) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2026)
Iestyn HOPKINS,Iestyn HOPKINS,FB,Ospreys,175,88,2002.04.04,,,,,A,https://all.rugby/player/iestyn-hopkins,Ospreys (2021 - 2026),,,https://all.rugby/player/iestyn-hopkins,Ospreys (2021 - 2026)
Max NAGY,Max NAGY,FB,Ospreys,193,97,1999.06.13,,,,,A,https://all.rugby/player/max-nagy,Swansea RFC (2019 - 2020) -> Ospreys (2020 - 2020) -> Swansea RFC (2020 - 2020) -> Ospreys (2021 - 2021) -> Swansea RFC (2021 - 2021) -> Ospreys (2021 - 2026),,,https://all.rugby/player/max-nagy,Swansea RFC (2019 - 2020) -> Ospreys (2020 - 2020) -> Swansea RFC (2020 - 2020) -> Ospreys (2021 - 2021) -> Swansea RFC (2021 - 2021) -> Ospreys (2021 - 2026)
Dylan JAMES,Dylan JAMES,PR,Ospreys,183,114,2006..,,,,,A,https://all.rugby/player/dylan-james-,Ospreys (2025 - 2026),,,https://all.rugby/player/dylan-james-,Ospreys (2025 - 2026)
Evan HILL,Evan HILL,LO,Ospreys,199,108,2004..,,,,,A,https://all.rugby/player/evan-hill,Ospreys (2022 - 2026),,,https://all.rugby/player/evan-hill,Ospreys (2022 - 2026)
Kian HIRE,Kian HIRE,LO,Ospreys,188,122,2004..,,,,,A,https://all.rugby/player/kian-hire,Swansea RFC (2022 - 2023) -> Ospreys (2023 - 2026),,,https://all.rugby/player/kian-hire,Swansea RFC (2022 - 2023) -> Ospreys (2023 - 2026)
Liam EDWARDS,Liam EDWARDS,LO,Ospreys,200,127,2003.11.03,,,,,A,https://all.rugby/player/liam-edwards,Ospreys (2022 - 2026),,,https://all.rugby/player/liam-edwards,Ospreys (2022 - 2026)
Gwilym EVANS,Gwilym EVANS,Back row,Ospreys,183,94,2003.05.25,,,,,A,https://all.rugby/player/gwilym-evans,Cardiff Rugby (2022 - 2023) -> Cardiff University RFC (2023 - 2024) -> Aberavon RFC (2024 - 2025) -> Ospreys (2025 - 2026),,,https://all.rugby/player/gwilym-evans,Cardiff Rugby (2022 - 2023) -> Cardiff University RFC (2023 - 2024) -> Aberavon RFC (2024 - 2025) -> Ospreys (2025 - 2026)
Morgan MORSE,Morgan MORSE,Back row,Ospreys,185,106,2005..,,,,,A,https://all.rugby/player/morgan-morse,Ospreys (2021 - 2026),,,https://all.rugby/player/morgan-morse,Ospreys (2021 - 2026)
Caelan CARSON-JONES,Caelan CARSON-JONES,SH,Ospreys,,,,,,,,A,https://all.rugby/player/caelan-carson-jones,Ospreys (2024 - 2026),,,https://all.rugby/player/caelan-carson-jones,Ospreys (2024 - 2026)
Keillen CULLEN,Keillen CULLEN,SO,Ospreys,,,2003.12.25,,,,,A,https://all.rugby/player/keillen-cullen,Gloucester Rugby (2022 - 2023) -> Hartpury University (2023 - 2024) -> Hartpury RFC (2024 - 2024) -> Hartpury University (2024 - 2024) -> Hartpury RFC (2025 - 2025) -> Hartpury University (2025 - 2025) -> Ospreys (2025 - 2026),,,https://all.rugby/player/keillen-cullen,Gloucester Rugby (2022 - 2023) -> Hartpury University (2023 - 2024) -> Hartpury RFC (2024 - 2024) -> Hartpury University (2024 - 2024) -> Hartpury RFC (2025 - 2025) -> Hartpury University (2025 - 2025) -> Ospreys (2025 - 2026)
Jack HOSKINS,Jack HOSKINS,CTB,Ospreys,185,100,2007..,,,,,A,https://all.rugby/player/jack-hoskins,Ospreys (2025 - 2026),,,https://all.rugby/player/jack-hoskins,Ospreys (2025 - 2026)
Lewis EDWARDS,Lewis EDWARDS,CTB,Ospreys,195,100,2006..,,,,,A,https://all.rugby/player/lewis-edwards,Ospreys (2024 - 2026),,,https://all.rugby/player/lewis-edwards,Ospreys (2024 - 2026)
Connor MOYSE,Connor MOYSE,Winger,Ospreys,188,94,2003.03.19,,,,,A,https://all.rugby/player/connor-moyse,Ospreys (2025 - 2026),,,https://all.rugby/player/connor-moyse,Ospreys (2025 - 2026)
Harri HOUSTON,Harri HOUSTON,Winger,Ospreys,178,82,2003.11.27,,,,,A,https://all.rugby/player/harri-houston,Ospreys (2021 - 2026),,,https://all.rugby/player/harri-houston,Ospreys (2021 - 2026)
Ieuan CORNELIUS,Ieuan CORNELIUS,Winger,Ospreys,188,97,2005..,,,,,A,https://all.rugby/player/ieuan-cornelius,,Wales,Wales,https://all.rugby/player/ieuan-cornelius,
Ben EVANS,Ben EVANS,FB,Ospreys,,,2007..,,,,,A,https://all.rugby/player/ben-evans-,Ospreys (2025 - 2026),,,https://all.rugby/player/ben-evans-,Ospreys (2025 - 2026)
Asenathi NTLABAKANYE,Asenathi NTLABAKANYE,PR,Lions,182,153,1999.04.15,,,,,A,https://all.rugby/player/asenathi-ntlabakanye,Golden Lions (2018 - 2019) -> Lions Rugby (2019 - 2026),,,https://all.rugby/player/asenathi-ntlabakanye,Golden Lions (2018 - 2019) -> Lions Rugby (2019 - 2026)
Conraad VAN VUUREN,Conraad VAN VUUREN,PR,Lions,183,115,1995.09.04,,,,,A,https://all.rugby/player/conraad-van-vuuren,Bulls (2016 - 2019) -> Sunwolves (2019 - 2020) -> Free State Cheetahs (2020 - 2022) -> Central Cheetahs (2022 - 2023) -> Lions Rugby (2023 - 2026),,,https://all.rugby/player/conraad-van-vuuren,Bulls (2016 - 2019) -> Sunwolves (2019 - 2020) -> Free State Cheetahs (2020 - 2022) -> Central Cheetahs (2022 - 2023) -> Lions Rugby (2023 - 2026)
Eddie DAVIDS,Eddie DAVIDS,PR,Lions,178,115,1998.04.02,,,,,A,https://all.rugby/player/eddie-davids,Griquas (2021 - 2025) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/eddie-davids,Griquas (2021 - 2025) -> Lions Rugby (2025 - 2026)
Heiko POHLMANN,Heiko POHLMANN,PR,Lions,185,128,2002.01.16,,,,,A,https://all.rugby/player/heiko-pohlmann,Lions Rugby (2020 - 2021) -> Golden Lions (2021 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/heiko-pohlmann,Lions Rugby (2020 - 2021) -> Golden Lions (2021 - 2024) -> Lions Rugby (2024 - 2026)
Juan SCHOEMAN,Juan SCHOEMAN,PR,Lions,186,120,1991.09.18,,,,,A,https://all.rugby/player/juan-schoeman,Sharks (2015 - 2019) -> Southern Kings (2019 - 2019) -> Bath Rugby (2019 - 2019) -> Sharks (2020 - 2020) -> Southern Kings (2020 - 2020) -> Bath Rugby (2020 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/juan-schoeman,Sharks (2015 - 2019) -> Southern Kings (2019 - 2019) -> Bath Rugby (2019 - 2019) -> Sharks (2020 - 2020) -> Southern Kings (2020 - 2020) -> Bath Rugby (2020 - 2024) -> Lions Rugby (2024 - 2026)
Leon LYONS,Leon LYONS,PR,Lions,187,123,1998.12.02,,,,,A,https://all.rugby/player/leon-lyons,Western Province (2018 - 2019) -> Stormers (2019 - 2025) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/leon-lyons,Western Province (2018 - 2019) -> Stormers (2019 - 2025) -> Lions Rugby (2025 - 2026)
RF SCHOEMAN,RF SCHOEMAN,PR,Lions,188,122,2003.08.14,,,,,A,https://all.rugby/player/rf-schoeman,Golden Lions (2023 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/rf-schoeman,Golden Lions (2023 - 2024) -> Lions Rugby (2024 - 2026)
Seb LOMBARD,Seb LOMBARD,PR,Lions,190,126,2002.10.07,,,,,A,https://all.rugby/player/seb-lombard,Blue Bulls (2021 - 2022) -> Bulls (2022 - 2024) -> Golden Lions (2024 - 2024) -> Bulls (2025 - 2025) -> Golden Lions (2025 - 2025) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/seb-lombard,Blue Bulls (2021 - 2022) -> Bulls (2022 - 2024) -> Golden Lions (2024 - 2024) -> Bulls (2025 - 2025) -> Golden Lions (2025 - 2025) -> Lions Rugby (2025 - 2026)
Franco MARAIS,Franco MARAIS,HO,Lions,185,108,1992.09.23,,,,,A,https://all.rugby/player/franco-marais,Sharks (2013 - 2018) -> Gloucester Rugby (2018 - 2020) -> Red Hurricanes Osaka (2020 - 2022) -> Urayasu D-Rocks (2022 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/franco-marais,Sharks (2013 - 2018) -> Gloucester Rugby (2018 - 2020) -> Red Hurricanes Osaka (2020 - 2022) -> Urayasu D-Rocks (2022 - 2024) -> Lions Rugby (2024 - 2026)
Morné BRANDON,Morné BRANDON,HO,Lions,184,106,2000.11.25,,,,,A,https://all.rugby/player/morne-brandon,Lions Rugby (2020 - 2026),,,https://all.rugby/player/morne-brandon,Lions Rugby (2020 - 2026)
PJ BOTHA,PJ BOTHA,HO,Lions,181,105,1998.01.20,,,,,A,https://all.rugby/player/pj-botha,Lions Rugby (2019 - 2026),,,https://all.rugby/player/pj-botha,Lions Rugby (2019 - 2026)
SJ KOTZE,SJ KOTZE,HO,Lions,186,110,2003.01.02,,,,,A,https://all.rugby/player/sj-kotze,Golden Lions (2022 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/sj-kotze,Golden Lions (2022 - 2024) -> Lions Rugby (2024 - 2026)
Darrien LANDSBERG,Darrien LANDSBERG,LO,Lions,196,111,1998.07.26,,,,,A,https://all.rugby/player/darrien-lane-landsberg,Golden Lions (2017 - 2019) -> Pumas (2019 - 2022) -> Lions Rugby (2022 - 2026),,,https://all.rugby/player/darrien-lane-landsberg,Golden Lions (2017 - 2019) -> Pumas (2019 - 2022) -> Lions Rugby (2022 - 2026)
Dylan SJOBLOM,Dylan SJOBLOM,LO,Lions,200,115,2000.08.08,,,,,A,https://all.rugby/player/dylan-sjoblom,Griquas (2022 - 2023) -> Stormers (2023 - 2023) -> Griquas (2023 - 2023) -> Stormers (2024 - 2024) -> Griquas (2024 - 2025) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/dylan-sjoblom,Griquas (2022 - 2023) -> Stormers (2023 - 2023) -> Griquas (2023 - 2023) -> Stormers (2024 - 2024) -> Griquas (2024 - 2025) -> Lions Rugby (2025 - 2026)
Etienne OOSTHUIZEN,Etienne OOSTHUIZEN,LO,Lions,198,128,1992.12.22,,,,,A,https://all.rugby/player/etienne-oosthuizen,Lions Rugby (2011 - 2012) -> Brumbies (2012 - 2013) -> Sharks (2013 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2021) -> sans club (2022 - 2023) -> Lions Rugby (2023 - 2026),,,https://all.rugby/player/etienne-oosthuizen,Lions Rugby (2011 - 2012) -> Brumbies (2012 - 2013) -> Sharks (2013 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2021) -> sans club (2022 - 2023) -> Lions Rugby (2023 - 2026)
Reinhard NOTHNAGEL,Reinhard NOTHNAGEL,LO,Lions,202,117,1997.09.25,,,,,A,https://all.rugby/player/reinhard-nothnagel,Lions Rugby (2018 - 2026),,,https://all.rugby/player/reinhard-nothnagel,Lions Rugby (2018 - 2026)
Ruan VENTER,Ruan VENTER,LO,Lions,198,120,2002.11.29,,,,,A,https://all.rugby/player/ruan-venter,Lions Rugby (2021 - 2026),,,https://all.rugby/player/ruan-venter,Lions Rugby (2021 - 2026)
Ruben SCHOEMAN,Ruben SCHOEMAN,LO,Lions,199,124,1996.03.14,,,,,A,https://all.rugby/player/ruben-schoeman,Golden Lions (2018 - 2019) -> Lions Rugby (2019 - 2026),,,https://all.rugby/player/ruben-schoeman,Golden Lions (2018 - 2019) -> Lions Rugby (2019 - 2026)
Siba QOMA,Siba QOMA,LO,Lions,190,108,1997.02.17,,,,,A,https://all.rugby/player/siba-qoma,Central Cheetahs (2022 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/siba-qoma,Central Cheetahs (2022 - 2024) -> Lions Rugby (2024 - 2026)
Batho HLEKANI,Batho HLEKANI,Back row,Lions,193,115,2005..,,,,,A,https://all.rugby/player/batho-hlekani,Natal Sharks (2023 - 2024) -> Sharks (2024 - 2025) -> Lions Rugby (2025 - 2025) -> Sharks (2026 - 2026) -> Lions Rugby (2026 - 2026),,,https://all.rugby/player/batho-hlekani,Natal Sharks (2023 - 2024) -> Sharks (2024 - 2025) -> Lions Rugby (2025 - 2025) -> Sharks (2026 - 2026) -> Lions Rugby (2026 - 2026)
Francke HORN,Francke HORN,Back row,Lions,190,106,1999.05.24,,,,,A,https://all.rugby/player/francke-horn,Lions Rugby (2019 - 2026),,,https://all.rugby/player/francke-horn,Lions Rugby (2019 - 2026)
Jarod CAIRNS,Jarod CAIRNS,Back row,Lions,188,100,2001.05.18,,,,,A,https://all.rugby/player/jarod-cairns,Lions Rugby (2021 - 2026),,,https://all.rugby/player/jarod-cairns,Lions Rugby (2021 - 2026)
JC PRETORIUS,JC PRETORIUS,Back row,Lions,186,92,1998.01.29,,,,,A,https://all.rugby/player/jc-pretorius,AF. SUD 7's (2018 - 2022) -> Lions Rugby (2022 - 2022) -> AF. SUD 7's (2023 - 2023) -> Lions Rugby (2023 - 2026),,,https://all.rugby/player/jc-pretorius,AF. SUD 7's (2018 - 2022) -> Lions Rugby (2022 - 2022) -> AF. SUD 7's (2023 - 2023) -> Lions Rugby (2023 - 2026)
Renzo DU PLESSIS,Renzo DU PLESSIS,Back row,Lions,188,108,2002.07.12,,,,,A,https://all.rugby/player/renzo-du-plessis,Golden Lions (2022 - 2023) -> Lions Rugby (2023 - 2026),,,https://all.rugby/player/renzo-du-plessis,Golden Lions (2022 - 2023) -> Lions Rugby (2023 - 2026)
Ruan DELPORT,Ruan DELPORT,Back row,Lions,200,109,2002.07.03,,,,,A,https://all.rugby/player/ruan-delport,Blue Bulls (2021 - 2022) -> Lions Rugby (2022 - 2026),,,https://all.rugby/player/ruan-delport,Blue Bulls (2021 - 2022) -> Lions Rugby (2022 - 2026)
Sibabalwe MAHASHE,Sibabalwe MAHASHE,Back row,Lions,187,93,2004..,,,,,A,https://all.rugby/player/sibabalwe-mahashe,Golden Lions (2023 - 2024) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/sibabalwe-mahashe,Golden Lions (2023 - 2024) -> Lions Rugby (2025 - 2026)
WJ STEENKAMP,WJ STEENKAMP,Back row,Lions,190,107,2000.09.28,,,,,A,https://all.rugby/player/wj-steenkamp,Blue Bulls (2020 - 2021) -> Bulls (2021 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/wj-steenkamp,Blue Bulls (2020 - 2021) -> Bulls (2021 - 2024) -> Lions Rugby (2024 - 2026)
Hassiem PEAD,Hassiem PEAD,SH,Lions,175,77,2005..,,,,,A,https://all.rugby/player/hassiem-pead,Golden Lions (2023 - 2025) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/hassiem-pead,Golden Lions (2023 - 2025) -> Lions Rugby (2025 - 2026)
Layton HORN,Layton HORN,SH,Lions,183,82,2003.05.21,,,,,A,https://all.rugby/player/layton-horn,Golden Lions (2023 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/layton-horn,Golden Lions (2023 - 2024) -> Lions Rugby (2024 - 2026)
Morné VAN DEN BERG,Morné VAN DEN BERG,SH,Lions,175,82,1997.10.24,,,,,A,https://all.rugby/player/morne-van-den-berg,Lions Rugby (2018 - 2026),,,https://all.rugby/player/morne-van-den-berg,Lions Rugby (2018 - 2026)
Nico STEYN,Nico STEYN,SH,Lions,177,78,2002.04.12,,,,,A,https://all.rugby/player/nico-steyn,Lions Rugby (2020 - 2022) -> Golden Lions (2022 - 2023) -> Lions Rugby (2023 - 2026),,,https://all.rugby/player/nico-steyn,Lions Rugby (2020 - 2022) -> Golden Lions (2022 - 2023) -> Lions Rugby (2023 - 2026)
Chris SMITH,Chris SMITH,SO,Lions,181,90,1994.09.09,,,,,A,https://all.rugby/player/chris-smith,Bulls (2019 - 2024) -> Oyonnax Rugby (2024 - 2025) -> Lions Rugby (2025 - 2026),,,https://all.rugby/player/chris-smith,Bulls (2019 - 2024) -> Oyonnax Rugby (2024 - 2025) -> Lions Rugby (2025 - 2026)
Gianni LOMBARD,Gianni LOMBARD,SO,Lions,178,82,1998.01.22,,,,,A,https://all.rugby/player/gianni-lombard,Lions Rugby (2018 - 2021) -> Red Hurricanes Osaka (2021 - 2022) -> Lions Rugby (2022 - 2026),,,https://all.rugby/player/gianni-lombard,Lions Rugby (2018 - 2021) -> Red Hurricanes Osaka (2021 - 2022) -> Lions Rugby (2022 - 2026)
Lubabalo DOBELA,Lubabalo DOBELA,SO,Lions,175,80,1998.05.02,,,,,A,https://all.rugby/player/lubabalo-dobela,Griquas (2022 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/lubabalo-dobela,Griquas (2022 - 2024) -> Lions Rugby (2024 - 2026)
Sam FRANCIS,Sam FRANCIS,SO,Lions,190,100,2003.03.14,,,,,A,https://all.rugby/player/sam-francis,Golden Lions (2022 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/sam-francis,Golden Lions (2022 - 2024) -> Lions Rugby (2024 - 2026)
Bronson MILLS,Bronson MILLS,CTB,Lions,185,95,2003.08.08,,,,,A,https://all.rugby/player/bronson-mills,Golden Lions (2022 - 2024) -> Lions Rugby (2024 - 2026),,,https://all.rugby/player/bronson-mills,Golden Lions (2022 - 2024) -> Lions Rugby (2024 - 2026)
Erich CRONJÉ,Erich CRONJÉ,CTB,Lions,184,95,1997.01.01,,,,,A,https://all.rugby/player/erich-cronje,Southern Kings (2019 - 2019) -> Pumas (2019 - 2019) -> Southern Kings (2020 - 2020) -> Pumas (2020 - 2021) -> Zebre Parma (2021 - 2023) -> Lions Rugby (2023 - 2026),,,https://all.rugby/player/erich-cronje,Southern Kings (2019 - 2019) -> Pumas (2019 - 2019) -> Southern Kings (2020 - 2020) -> Pumas (2020 - 2021) -> Zebre Parma (2021 - 2023) -> Lions Rugby (2023 - 2026)
